licensee_name,postal_code,latitude,longitude,full_address,coordinates
NTUC Fairprice Co-operative Ltd,570279,1.357222831,103.8437853,279 BISHAN STREET 24 OCBC BISHAN ST 24 - FAIRPRICE SINGAPORE 570279,"(1.357222831, 103.8437853)"
NTUC Fairprice Co-operative Ltd,570510,1.348888439,103.849692,510 BISHAN STREET 13 OCBC BISHAN ST 13 - FAIRPRICE SINGAPORE 570510,"(1.348888439, 103.849692)"
COLD STORAGE SINGAPORE (1983) PTE LTD,570512,1.349622352,103.8498817,512 BISHAN STREET 13 HDB BISHAN BRANCH SINGAPORE 570512,"(1.349622352, 103.8498817)"
NTUC Fairprice Co-operative Ltd,574408,1.355028857,103.8310533,301 UPPER THOMSON ROAD DBS THOMSON BRANCH SINGAPORE 574408,"(1.355028857, 103.8310533)"
SHENG SIONG SUPERMARKET PTE LTD,574424,1.351769141,103.8360677,200 UPPER THOMSON ROAD THOMSON IMPERIAL COURT SINGAPORE 574424,"(1.351769141, 103.8360677)"
COLD STORAGE SINGAPORE (1983) PTE LTD,577729,1.373079494,103.8296308,16 JALAN KURAS SEMBAWANG HILLS ESTATE SINGAPORE 577729,"(1.373079494, 103.8296308)"
NTUC Fairprice Co-operative Ltd,579837,1.350316,103.8484966,9 BISHAN PLACE DBS NTUC JUNCTION 8 SHOPPING CENTRE SINGAPORE 579837,"(1.350316, 103.8484966)"
COLD STORAGE SINGAPORE (1983) PTE LTD,588177,1.342412642,103.7765394,144 UPPER BUKIT TIMAH ROAD DBS BEAUTY WORLD CENTRE SINGAPORE 588177,"(1.342412642, 103.7765394)"
NTUC Fairprice Co-operative Ltd,588996,1.338631653,103.7785854,1 JALAN ANAK BUKIT OCBC BUKIT TIMAH PLAZA - FAIRPRICE SINGAPORE 588996,"(1.338631653, 103.7785854)"
COLD STORAGE SINGAPORE (1983) PTE LTD,589472,1.336603792,103.7838767,896 DUNEARN ROAD EMBASSY OF THE REPUBLIC OF COSTA RICA SINGAPORE 589472,"(1.336603792, 103.7838767)"
CENTURY GLOBAL PTE. LTD.,589820,1.335862577,103.7866168,5B BINJAI PARK BINJAI PARK SINGAPORE 589820,"(1.335862577, 103.7866168)"
ALTERNATIVE SELECTION PTE. LTD.,589831,1.336614756,103.7869692,29B BINJAI PARK BINJAI PARK SINGAPORE 589831,"(1.336614756, 103.7869692)"
COLD STORAGE SINGAPORE (1983) PTE LTD,597071,1.323250401,103.7672601,41 SUNSET WAY BRIGHTON MONTESSORI INTERNATIONAL PRE-SCHOOL @ SUNSET SINGAPORE 597071,"(1.323250401, 103.7672601)"
LAURELS FOODS SUPPLIERS PTE LTD,597626,1.320441712,103.7789725,"2 PANDAN VALLEY PANDAN VALLEY, ACACIA COURT SINGAPORE 597626","(1.320441712, 103.7789725)"
ZAC MEAT & POULTRY PTE LTD,599601,1.342019632,103.7750642,14 CHUN TIN ROAD SINGAPORE 599601,"(1.342019632, 103.7750642)"
NTUC Fairprice Co-operative Ltd,600037,1.320520268,103.7426515,37 TEBAN GARDENS ROAD OCBC TEBAN GARDENS ROAD - FAIRPRICE SINGAPORE 600037,"(1.320520268, 103.7426515)"
SHENG SIONG SUPERMARKET PTE LTD,600061,1.322136363,103.7382928,61 TEBAN GARDENS ROAD MULTI STOREY CAR PARK-TEBAN PLACE SINGAPORE 600061,"(1.322136363, 103.7382928)"
ONE EIGHT SHOP PTE. LTD.,600104,1.336584653,103.7376233,104 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600104,"(1.336584653, 103.7376233)"
NTUC Fairprice Co-operative Ltd,600135,1.333851658,103.7398264,135 JURONG GATEWAY ROAD OCBC JURONG GATEWAY ROAD - FAIRPRICE SINGAPORE 600135,"(1.333851658, 103.7398264)"
NTUC Fairprice Co-operative Ltd,600345,1.345512106,103.7312191,345 JURONG EAST STREET 31 OCBC JURONG EAST ST 31 - FAIRPRICE SINGAPORE 600345,"(1.345512106, 103.7312191)"
BIG BOX SINGAPORE PTE. LTD.,608521,1.331832699,103.7448792,1 VENTURE AVENUE POSSO PRESCHOOL @ BIG BOX PTE. LTD. SINGAPORE 608521,"(1.331832699, 103.7448792)"
ISETAN (SINGAPORE) LIMITED?,608532,1.334025296,103.742586,3 GATEWAY DRIVE JURONG EAST POST OFFICE SINGAPORE 608532,"(1.334025296, 103.742586)"
KINGS SUPERMARKET PTE. LTD.,608537,1.318002115,103.7319829,23 PENJURU WALK CASSIA AT PENJURU SINGAPORE 608537,"(1.318002115, 103.7319829)"
SHENG SIONG SUPERMARKET PTE LTD,608538,1.319227711,103.7333691,27 PENJURU WALK PENJURU RECREATION CENTRE SINGAPORE 608538,"(1.319227711, 103.7333691)"
VINAYAK TRADERS PTE. LTD.,608538,1.319227711,103.7333691,27 PENJURU WALK PENJURU RECREATION CENTRE SINGAPORE 608538,"(1.319227711, 103.7333691)"
HAJI TRADERS PTE. LTD,608538,1.319227711,103.7333691,27 PENJURU WALK PENJURU RECREATION CENTRE SINGAPORE 608538,"(1.319227711, 103.7333691)"
ARCHANA PROVISION STORES PTE. LTD,608538,1.319227711,103.7333691,27 PENJURU WALK PENJURU RECREATION CENTRE SINGAPORE 608538,"(1.319227711, 103.7333691)"
GURU'S MARKETING PTE. LTD.,608538,1.319227711,103.7333691,27 PENJURU WALK PENJURU RECREATION CENTRE SINGAPORE 608538,"(1.319227711, 103.7333691)"
NTUC Fairprice Co-operative Ltd,608549,1.33255233,103.7432622,50 JURONG GATEWAY ROAD OCBC JEM - JURONG EAST BRANCH SINGAPORE 608549,"(1.33255233, 103.7432622)"
KINGSMART PTE. LTD.,608557,1.316197703,103.7325418,30 PENJURU PLACE JURONG PENJURU DORMITORY 2 SINGAPORE 608557,"(1.316197703, 103.7325418)"
TAY CHONG BENG,608568,1.338312349,103.7535504,19 TOH GUAN ROAD EAST TOH GUAN DORMITORY SINGAPORE 608568,"(1.338312349, 103.7535504)"
T S J INDUSTRIAL (S) PTE. LTD.,608586,1.336830976,103.7543414,48 TOH GUAN ROAD EAST UOB ENTERPRISE HUB SINGAPORE 608586,"(1.336830976, 103.7543414)"
SHAFEN SUPERMARKET & TRADING (S) PTE. LTD.,608596,1.336417982,103.7518074,28 TOH GUAN ROAD EAST WESTLITE TOH GUAN DORMITORY SINGAPORE 608596,"(1.336417982, 103.7518074)"
COLD STORAGE SINGAPORE (1983) PTE LTD,609601,1.334917588,103.7468771,2 JURONG EAST STREET 21 OCBC IMM BUILDING - NEAR FOOD KIOSK SECTION SINGAPORE 609601,"(1.334917588, 103.7468771)"
NTUC Fairprice Co-operative Ltd,610063,1.332059386,103.7224529,63 YUNG KUANG ROAD OCBC YUNG KUANG ROAD - FAIRPRICE SINGAPORE 610063,"(1.332059386, 103.7224529)"
NTUC Fairprice Co-operative Ltd,610399,1.334665446,103.7206855,399 YUNG SHENG ROAD JURONG-CLEMENTI TOWN COUNCIL (TAMAN JURONG COLLECTION & SERVICE CENTRE) SINGAPORE 610399,"(1.334665446, 103.7206855)"
SHENG SIONG SUPERMARKET PTE LTD,618642,1.325468075,103.7252215,3 YUAN CHING ROAD OCBC YUAN CHING ROAD - SHENG SIONG SUPERMARKET SINGAPORE 618642,"(1.325468075, 103.7252215)"
CHENNAI TRADING & SUPERMART PTE. LTD.,619392,1.321078451,103.727298,1 JALAN PAPAN TERUSAN RECREATION CENTRE SINGAPORE 619392,"(1.321078451, 103.727298)"
VINAYAK TRADERS PTE. LTD.,619392,1.321078451,103.727298,1 JALAN PAPAN TERUSAN RECREATION CENTRE SINGAPORE 619392,"(1.321078451, 103.727298)"
GURU'S MARKETING PTE. LTD.,619392,1.321078451,103.727298,1 JALAN PAPAN TERUSAN RECREATION CENTRE SINGAPORE 619392,"(1.321078451, 103.727298)"
ARCHANA SUPERMARKET PTE. LTD.,619392,1.321078451,103.727298,1 JALAN PAPAN TERUSAN RECREATION CENTRE SINGAPORE 619392,"(1.321078451, 103.727298)"
BFN FOODS PTE. LTD.,619396,1.322072015,103.7275458,5 JALAN PAPAN DBS WESTLITE DORMITORY (JALAN PAPAN) SINGAPORE 619396,"(1.322072015, 103.7275458)"
PHANG NEE ENTERPRISE PTE. LTD.,619415,1.321245723,103.7299698,2D JALAN PAPAN DBS AVERY LODGE SINGAPORE 619415,"(1.321245723, 103.7299698)"
KADER HASNA MARICAN,627851,1.333157773,103.6952921,17 KIAN TECK LANE BLUE STARS DORMITORY SINGAPORE 627851,"(1.333157773, 103.6952921)"
LI LI CHENG SUPERMARKET PTE. LTD.,628088,1.33212291,103.6990703,51 SOON LEE ROAD DBS SCAL RECREATION CENTRE SINGAPORE 628088,"(1.33212291, 103.6990703)"
NTUC Fairprice Co-operative Ltd,629117,1.324606649,103.6780964,1 JOO KOON CIRCLE DBS NTUC BENOI WAREHOUSE CLUB SINGAPORE 629117,"(1.324606649, 103.6780964)"
TUAS SOUTH MINIMART PTE. LTD.,636906,1.272693819,103.6372626,6 TUAS SOUTH STREET 15 DBS CDPL DORMITORY (TUAS) SINGAPORE 636906,"(1.272693819, 103.6372626)"
SADIA SUPERMARKET & TRADING (S) PTE. LTD.,636937,1.270201988,103.6344249,12 TUAS SOUTH STREET 13 TUAS SOUTH RECREATION CENTRE SINGAPORE 636937,"(1.270201988, 103.6344249)"
NAWAS GLOBAL PTE. LTD.,636947,1.271645216,103.6336113,3 TUAS SOUTH STREET 12 TUAS SOUTH DORMITORY SINGAPORE 636947,"(1.271645216, 103.6336113)"
AJMAL SUPER MART PTE. LTD.,637285,1.313953297,103.6258157,70 TUAS SOUTH AVENUE 1 DBS TUAS VIEW DORMITORY SINGAPORE 637285,"(1.313953297, 103.6258157)"
LAI LAI SUPERMART PTE. LTD.,637285,1.313953297,103.6258157,70 TUAS SOUTH AVENUE 1 DBS TUAS VIEW DORMITORY SINGAPORE 637285,"(1.313953297, 103.6258157)"
NPS IMPEX PTE. LTD,637640,1.298917125,103.6275324,21 TUAS VIEW SQUARE SINGAPORE 637640,"(1.298917125, 103.6275324)"
SRI SURIYA'S MARKETING PTE. LTD.,637734,1.300911235,103.62779,115 TUAS VIEW WALK 1 WESTLINK TECHPARK SINGAPORE 637734,"(1.300911235, 103.62779)"
TU HEE TRADING PTE. LTD.,637738,1.30071425,103.6283153,123 TUAS VIEW WALK 1 WESTLINK TECHPARK SINGAPORE 637738,"(1.30071425, 103.6283153)"
JAYTARRANI PTE. LTD.,637778,1.298658064,103.6280881,32 TUAS VIEW SQUARE SINGAPORE 637778,"(1.298658064, 103.6280881)"
J.I.C. ENTERPRISES PTE. LTD.,637895,1.308100979,103.6315482,2 TUAS SOUTH STREET 2 SPRINTECS INDUSTRIAL BUILDING SINGAPORE 637895,"(1.308100979, 103.6315482)"
SADIA SUPERMARKET & TRADING (S) PTE. LTD.,638118,1.310694281,103.63019,14 TECH PARK CRESCENT TUAS TECHPARK SINGAPORE 638118,"(1.310694281, 103.63019)"
SRI SURIYA'S MARKETING PTE. LTD.,638121,1.311002407,103.6315723,11 TECH PARK CRESCENT TUAS TECHPARK SINGAPORE 638121,"(1.311002407, 103.6315723)"
SHANMUGHA ENTERPRISES PTE. LTD,638127,1.311467888,103.63034,5 TECH PARK CRESCENT TUAS TECHPARK SINGAPORE 638127,"(1.311467888, 103.63034)"
GOWRI'S GLOBAL MARKETING PTE. LTD.,638368,1.328820419,103.6771617,555 UPPER JURONG ROAD DBS JURONG APARTMENTS SINGAPORE 638368,"(1.328820419, 103.6771617)"
PRIME SUPERMARKET (1996) PTE LTD,639798,1.342890699,103.680613,50 NANYANG AVENUE NANYANG TECHNOLOGICAL UNIVERSITY (S2.1) SINGAPORE 639798,"(1.342890699, 103.680613)"
NTUC Fairprice Co-operative Ltd,640221,1.346373764,103.7124728,221 BOON LAY PLACE OCBC BOON LAY SHOPPING CENTRE FAIRPRICE SINGAPORE 640221,"(1.346373764, 103.7124728)"
NG TOH TET,640442,1.351518475,103.7194965,442 JURONG WEST AVENUE 1 SINGAPORE 640442,"(1.351518475, 103.7194965)"
COLD STORAGE SINGAPORE (1983) PTE LTD,640492,1.350085031,103.7247573,492 JURONG WEST STREET 41 CENTRAL 24-HR CLNIC (JURONG WEST) SINGAPORE 640492,"(1.350085031, 103.7247573)"
NTUC Fairprice Co-operative Ltd,640498,1.348333357,103.7243073,498 JURONG WEST STREET 41 OCBC JURONG WEST ST 41 - FAIRPRICE SINGAPORE 640498,"(1.348333357, 103.7243073)"
SHENG SIONG SUPERMARKET PTE LTD,640544,1.352393583,103.7157595,544 JURONG WEST STREET 42 SINGAPORE 640544,"(1.352393583, 103.7157595)"
COLD STORAGE SINGAPORE (1983) PTE LTD,640638,1.34172919,103.6972237,638 JURONG WEST STREET 61 UOB PIONEER MALL SINGAPORE 640638,"(1.34172919, 103.6972237)"
PRIME SUPERMARKET LIMITED?,640962,1.341809154,103.6915126,962 JURONG WEST STREET 91 SINGAPORE 640962,"(1.341809154, 103.6915126)"
NTUC Fairprice Co-operative Ltd,648331,1.339581968,103.7060064,63 JURONG WEST CENTRAL 3 STANDARD CHARTERED BANK JURONG POINT SINGAPORE 648331,"(1.339581968, 103.7060064)"
NTUC Fairprice Co-operative Ltd,648886,1.339452004,103.706685,1 JURONG WEST CENTRAL 2 UOB JURONG POINT SHOPPING CENTRE SINGAPORE 648886,"(1.339452004, 103.706685)"
SHENG SIONG SUPERMARKET PTE LTD,649486,1.348784897,103.7034157,7 JURONG WEST AVENUE 5 SINGAPORE 649486,"(1.348784897, 103.7034157)"
PRIME SUPERMARKET LIMITED?,650159,1.348575377,103.7427086,159 BUKIT BATOK STREET 11 JUST KIDS LEARNING PLACE PTE LTD SINGAPORE 650159,"(1.348575377, 103.7427086)"
NTUC Fairprice Co-operative Ltd,650166,1.347162362,103.7428079,166 BUKIT BATOK WEST AVENUE 8 OCBC BUKIT BATOK WEST AVE 8 - FAIRPRICE SINGAPORE 650166,"(1.347162362, 103.7428079)"
NTUC Fairprice Co-operative Ltd,650280,1.347622398,103.7571501,280 BUKIT BATOK EAST AVENUE 3 OCBC BUKIT BATOK EAST AVE 3 - FAIRPRICE SINGAPORE 650280,"(1.347622398, 103.7571501)"
COLD STORAGE SINGAPORE (1983) PTE LTD,650284,1.346699052,103.7572767,284 BUKIT BATOK EAST AVENUE 3 SINGAPORE 650284,"(1.346699052, 103.7572767)"
PRIME SUPERMARKET LIMITED?,650373,1.358946373,103.7503658,373 BUKIT BATOK STREET 31 LITTLE GREENHOUSE @ BUKIT BATOK PTE LTD SINGAPORE 650373,"(1.358946373, 103.7503658)"
COLD STORAGE SINGAPORE (1983) PTE LTD,650376,1.358317052,103.7495799,376 BUKIT BATOK STREET 31 SINGAPORE 650376,"(1.358317052, 103.7495799)"
SHENG SIONG SUPERMARKET PTE LTD,651154,1.347388255,103.7437047,154A BUKIT BATOK WEST AVENUE 8 OCBC BUKIT BATOK WEST AVE 8 SINGAPORE 651154,"(1.347388255, 103.7437047)"
OH BENG GUAN,651395,1.363938215,103.751896,395A BUKIT BATOK WEST AVENUE 5 PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK 395A (CC) SINGAPORE 651395,"(1.363938215, 103.751896)"
COLD STORAGE SINGAPORE (1983) PTE LTD,658713,1.349921529,103.749172,1 BUKIT BATOK CENTRAL LINK BUKIT BATOK CENTRAL POST OFFICE SINGAPORE 658713,"(1.349921529, 103.749172)"
NTUC Fairprice Co-operative Ltd,659003,1.365773912,103.7485209,2 BUKIT BATOK WEST AVENUE 7 OCBC BUKIT BATOK WEST AVE 7 - FAIRPRICE SINGAPORE 659003,"(1.365773912, 103.7485209)"
NTUC Fairprice Co-operative Ltd,659958,1.349033312,103.7495665,10 BUKIT BATOK CENTRAL BUKIT BATOK MRT STATION SINGAPORE 659958,"(1.349033312, 103.7495665)"
COLD STORAGE SINGAPORE (1983) PTE LTD,667979,1.363550958,103.7642361,4 HILLVIEW RISE HILLV2 SINGAPORE 667979,"(1.363550958, 103.7642361)"
COLD STORAGE SINGAPORE (1983) PTE LTD,670256,1.379047757,103.7729375,256 BANGKIT ROAD HOLLAND-BUKIT PANJANG TOWN COUNCIL (BANGKIT OFFICE) SINGAPORE 670256,"(1.379047757, 103.7729375)"
COLD STORAGE SINGAPORE (1983) PTE LTD,670445,1.383399516,103.7710861,445 FAJAR ROAD CARPE DIEM YOUNG JOY PTE. LTD. SINGAPORE 670445,"(1.383399516, 103.7710861)"
SHENG SIONG SUPERMARKET PTE LTD,670547,1.388240217,103.7695754,547 SEGAR ROAD SEGAR VALE SINGAPORE 670547,"(1.388240217, 103.7695754)"
NTUC Fairprice Co-operative Ltd,670628,1.385096025,103.7602184,628 SENJA ROAD OCBC SENJA ROAD - FAIRPRICE SINGAPORE 670628,"(1.385096025, 103.7602184)"
COLD STORAGE SINGAPORE (1983) PTE LTD,671524,1.385295563,103.7661705,524A JELAPANG ROAD AMAZING STAR MONTESSORI HOUSE (GREENRIDGE) SINGAPORE 671524,"(1.385295563, 103.7661705)"
NTUC Fairprice Co-operative Ltd,677743,1.380517331,103.7639618,1 JELEBU ROAD UOB BUKIT PANJANG BRANCH SINGAPORE 677743,"(1.380517331, 103.7639618)"
COLD STORAGE SINGAPORE (1983) PTE LTD,677899,1.38055128,103.760107,1 WOODLANDS ROAD MINDCHAMPS PRESCHOOL @JUNCTION 10 PTE LIMITED SINGAPORE 677899,"(1.38055128, 103.760107)"
COLD STORAGE SINGAPORE (1983) PTE LTD,678077,1.360121549,103.767558,464 UPPER BUKIT TIMAH ROAD THE RAIL MALL SINGAPORE 678077,"(1.360121549, 103.767558)"
NTUC Fairprice Co-operative Ltd,679947,1.377600591,103.7724897,2 BUKIT PANJANG RING ROAD DBS NTUC BUKIT PANJANG RING ROAD SINGAPORE 679947,"(1.377600591, 103.7724897)"
SHENG SIONG SUPERMARKET PTE LTD,680018,1.378297688,103.7540714,18 TECK WHYE LANE TECK WHYE HEIGHTS III SINGAPORE 680018,"(1.378297688, 103.7540714)"
NTUC Fairprice Co-operative Ltd,680140,1.380030583,103.7531184,140 TECK WHYE LANE OCBC TECK WHYE LANE - FAIRPRICE SINGAPORE 680140,"(1.380030583, 103.7531184)"
PRIME SUPERMARKET (1996) PTE LTD,680142,1.380790496,103.7519544,142 TECK WHYE LANE SINGAPORE 680142,"(1.380790496, 103.7519544)"
PRIME SUPERMARKET (1996) PTE LTD,680253,1.377439626,103.7443832,253 CHOA CHU KANG AVENUE 1 JUST KIDS @ CHOA CHU KANG PTE. LTD. SINGAPORE 680253,"(1.377439626, 103.7443832)"
ANG KEN CHUA,680410,1.380627988,103.7415201,410 CHOA CHU KANG AVENUE 3 SINGAPORE 680410,"(1.380627988, 103.7415201)"
COLD STORAGE SINGAPORE (1983) PTE LTD,680475,1.378056148,103.7389318,475 CHOA CHU KANG AVENUE 3 LEARNING VISION @ WORK PTE LTD SINGAPORE 680475,"(1.378056148, 103.7389318)"
NTUC Fairprice Co-operative Ltd,680533,1.392059532,103.7431549,533 CHOA CHU KANG STREET 51 OCBC LIMBANG SHOPPING CENTRE - FAIRPRICE SINGAPORE 680533,"(1.392059532, 103.7431549)"
NTUC Fairprice Co-operative Ltd,689578,1.397084324,103.746598,21 CHOA CHU KANG NORTH 6 DBS NTUC YEW TEE POINT SINGAPORE 689578,"(1.397084324, 103.746598)"
NTUC Fairprice Co-operative Ltd,689812,1.385068365,103.7449504,21 CHOA CHU KANG AVENUE 4 DBS NTUC LOT 1 SHOPPERS' MALL SINGAPORE 689812,"(1.385068365, 103.7449504)"
AJMAL TRADE MART PTE. LTD.,698918,1.37573219,103.722544,11 JALAN LEKAR SCAL DORMITORY (JALAN LEKAR) SINGAPORE 698918,"(1.37573219, 103.722544)"
PHAN NEE INVESTMENTS (S) PTE LTD,698928,1.371856914,103.7202119,501 OLD CHOA CHU KANG ROAD HOME TEAM ACADEMY (BLK 14) SINGAPORE 698928,"(1.371856914, 103.7202119)"
AJMAL TRADING GROUP PTE. LTD.,709154,1.383676743,103.6950781,1A MURAI FARMWAY MURAI LODGE II SINGAPORE 709154,"(1.383676743, 103.6950781)"
SHAFEN SUPERMARKET & TRADING (S) PTE. LTD.,709155,1.384592585,103.6947788,1B MURAI FARMWAY DBS MURAI LODGE I SINGAPORE 709155,"(1.384592585, 103.6947788)"
GINZA FARM SINGAPORE PTE. LTD.,718813,1.419693574,103.7185755,10 NEO TIEW LANE 2 GALLOP KRANJI FARM RESORT SINGAPORE 718813,"(1.419693574, 103.7185755)"
SADIA SUPERMARKET & TRADING (S) PTE. LTD.,729045,1.417572426,103.744217,17 SUNGEI KADUT STREET 4 SUNGEI KADUT INDUSTRIAL ESTATE SINGAPORE 729045,"(1.417572426, 103.744217)"
AMS SUPER MART PTE LTD,729759,1.411244581,103.7763184,390 MANDAI ROAD SINGAPORE 729759,"(1.411244581, 103.7763184)"
GOWRI'S GLOBAL MARKETING PTE. LTD.,729760,1.410534843,103.7684467,460 MANDAI ROAD MANDAI LODGE 1 SINGAPORE 729760,"(1.410534843, 103.7684467)"
SADIA MINIMART PTE LTD,729908,1.408529972,103.7594062,11 MANDAI ESTATE ELDIX SINGAPORE 729908,"(1.408529972, 103.7594062)"
HH SUNDRY SHOP PTE. LTD.,729937,1.40630278,103.7606146,23 MANDAI ESTATE WESTLITE JUNIPER SINGAPORE 729937,"(1.40630278, 103.7606146)"
BISMILLAH MINIMART PTE. LTD.,729939,1.407543245,103.758095,32 MANDAI ESTATE WESTLITE MANDAI DORMITORY SINGAPORE 729939,"(1.407543245, 103.758095)"
SHENG SIONG SUPERMARKET PTE LTD,730301,1.43150527,103.7735157,301 WOODLANDS STREET 31 SINGAPORE 730301,"(1.43150527, 103.7735157)"
COLD STORAGE SINGAPORE (1983) PTE LTD,730548,1.430801139,103.7941048,548 WOODLANDS DRIVE 44 OCBC VISTA POINT - CHEERS SINGAPORE 730548,"(1.430801139, 103.7941048)"
PRIME SUPERMARKET LIMITED?,730678,1.439983664,103.8012931,678 WOODLANDS AVENUE 6 MY FIRST SKOOL SINGAPORE 730678,"(1.439983664, 103.8012931)"
COLD STORAGE SINGAPORE (1983) PTE LTD,730768,1.445812977,103.7982191,768 WOODLANDS AVENUE 6 SINGAPORE VETERINARY ANIMAL CLINIC SINGAPORE 730768,"(1.445812977, 103.7982191)"
FORTUNE SUPERMARKET PTE. LTD.,730780,1.44834155,103.8010571,780 WOODLANDS CRESCENT WOODLANDS DEW SINGAPORE 730780,"(1.44834155, 103.8010571)"
COLD STORAGE SINGAPORE (1983) PTE LTD,730883,1.442852222,103.7909133,883 WOODLANDS STREET 82 UOB WOODLANDS NORTH PLAZA SINGAPORE 730883,"(1.442852222, 103.7909133)"
NTUC Fairprice Co-operative Ltd,730888,1.437118561,103.7953161,888 WOODLANDS DRIVE 50 OCBC WOODLANDS DRIVE 50 - FAIRPRICE SINGAPORE 730888,"(1.437118561, 103.7953161)"
NTUC Fairprice Co-operative Ltd,730900,1.434949802,103.786675,900 SOUTH WOODLANDS DRIVE SATA COMMHEALTH WOODLANDS MEDICAL CENTRE SINGAPORE 730900,"(1.434949802, 103.786675)"
NTUC Fairprice Co-operative Ltd,732570,1.431063955,103.7904541,570B WOODLANDS AVENUE 1 OCBC WOODLANDS AVE 1 - FAIRPRICE SINGAPORE 732570,"(1.431063955, 103.7904541)"
VENKATESH DEEPA ( VIDEKS GROCERS ),733686,1.442144832,103.80687,686C WOODLANDS DRIVE 73 SINGAPORE 733686,"(1.442144832, 103.80687)"
PHAN NEE TRADING LLP,737723,1.461464553,103.8095631,2 WOODLANDS SECTOR 2 DBS WESTLITE DORMITORY (WOODLANDS) SINGAPORE 737723,"(1.461464553, 103.8095631)"
MM SUNDRY SHOP PTE.LTD.,738252,1.454646556,103.8044767,27 WOODLANDS SECTOR 1 WOODLANDS DORMITORY SINGAPORE 738252,"(1.454646556, 103.8044767)"
COLD STORAGE SINGAPORE (1983) PTE LTD,738344,1.440588562,103.8009905,70 WOODLANDS AVENUE 7 ADMIRALTY MRT STATION SINGAPORE 738344,"(1.440588562, 103.8009905)"
NTUC Fairprice Co-operative Ltd,739044,1.432521149,103.7740746,71 WOODLANDS AVENUE 3 MARSILING MRT STATION SINGAPORE 739044,"(1.432521149, 103.7740746)"
NTUC Fairprice Co-operative Ltd,739065,1.429336335,103.7813373,30 WOODLANDS AVENUE 1 OCBC WOODLANDS AVENUE 1 - FAIRPRICE SINGAPORE 739065,"(1.429336335, 103.7813373)"
MUMTAJ BEGAM D/O MOHAMED YUSOOF,739065,1.429336335,103.7813373,30 WOODLANDS AVENUE 1 OCBC WOODLANDS AVENUE 1 - FAIRPRICE SINGAPORE 739065,"(1.429336335, 103.7813373)"
BALASUBRAMANIYAN KANNADASAN,739503,1.43594536,103.7540084,257 KRANJI ROAD KRANJI INDUSTRIAL ESTATE SINGAPORE 739503,"(1.43594536, 103.7540084)"
AJMAL TRADE MART PTE. LTD.,739522,1.431898765,103.759838,12 KRANJI ROAD KRANJI LODGE ONE SINGAPORE 739522,"(1.431898765, 103.759838)"
NTUC Fairprice Co-operative Ltd,750355,1.449543108,103.8187263,355 SEMBAWANG WAY HDB SEMBAWANG BRANCH SINGAPORE 750355,"(1.449543108, 103.8187263)"
FORTUNE SUPERMARKET PTE. LTD.,750463,1.455553884,103.8146493,463 SEMBAWANG DRIVE DBS SEMBAWANG DRIVE 463 SINGAPORE 750463,"(1.455553884, 103.8146493)"
NTUC Fairprice Co-operative Ltd,750511,1.453845188,103.8195433,511 CANBERRA ROAD ZULFA KINDERGARTEN @ SEMBAWANG MART PTE LTD SINGAPORE 750511,"(1.453845188, 103.8195433)"
COLD STORAGE SINGAPORE (1983) PTE LTD,751406,1.452387573,103.8174401,406A SEMBAWANG DRIVE MULTI STOREY CAR PARK SINGAPORE 751406,"(1.452387573, 103.8174401)"
COLD STORAGE SINGAPORE (1983) PTE LTD,752468,1.450008617,103.8141109,468B ADMIRALTY DRIVE BLUE RIVERVIEW SINGAPORE 752468,"(1.450008617, 103.8141109)"
SHENG SIONG SUPERMARKET PTE LTD,757177,1.450895656,103.7970504,200 WOODLANDS INDUSTRIAL PARK E7 WOODLANDS RECREATION CENTRE SINGAPORE 757177,"(1.450895656, 103.7970504)"
DE ESPERTO MINIMART PTE. LTD.,757178,1.451220638,103.7978534,190 WOODLANDS INDUSTRIAL PARK E7 WOODLANDS LODGE TWO SINGAPORE 757178,"(1.451220638, 103.7978534)"
GAVARASANA SURESH KUMAR,757388,1.450108248,103.7945553,50 WOODLANDS INDUSTRIAL PARK E4 WOODLANDS LODGE ONE SINGAPORE 757388,"(1.450108248, 103.7945553)"
V SURESH KUMAR,757443,1.459828178,103.8200734,51 ADMIRALTY ROAD WEST COCHRANE LODGE I SINGAPORE 757443,"(1.459828178, 103.8200734)"
PHAN NEE TRADING LLP,757444,1.460658672,103.8191747,49 ADMIRALTY ROAD WEST DBS COCHRANE LODGE II SINGAPORE 757444,"(1.460658672, 103.8191747)"
NTUC Fairprice Co-operative Ltd,757713,1.448194368,103.8194644,30 SEMBAWANG DRIVE OCBC SUN PLAZA BRANCH SINGAPORE 757713,"(1.448194368, 103.8194644)"
COLD STORAGE SINGAPORE (1983) PTE LTD,758459,1.441767152,103.8244951,604 SEMBAWANG ROAD UOB SEMBAWANG SHOPPING CENTRE SINGAPORE 758459,"(1.441767152, 103.8244951)"
SONG FISH DEALER PTE LTD,758459,1.441767152,103.8244951,604 SEMBAWANG ROAD UOB SEMBAWANG SHOPPING CENTRE SINGAPORE 758459,"(1.441767152, 103.8244951)"
COLD STORAGE SINGAPORE (1983) PTE LTD,760102,1.430618304,103.828763,102 YISHUN AVENUE 5 OCBC YISHUN AVE 5 - 7 ELEVEN SINGAPORE 760102,"(1.430618304, 103.828763)"
