licensee_name,postal_code,latitude,longitude,full_address,coordinates
NTUC Fairprice Co-operative Ltd,368125,1.331723558,103.879538,401 MACPHERSON ROAD IBIS STYLES SINGAPORE ON MACPHERSON SINGAPORE 368125,"(1.331723558, 103.879538)"
NTUC Fairprice Co-operative Ltd,370077,1.328556562,103.8853499,77 CIRCUIT ROAD OCBC CIRCUIT ROAD - FAIRPRICE SINGAPORE 370077,"(1.328556562, 103.8853499)"
SHENG SIONG SUPERMARKET PTE LTD,372018,1.329181051,103.8882484,18B CIRCUIT ROAD MACPHERSON RESIDENCY SINGAPORE 372018,"(1.329181051, 103.8882484)"
NTUC Fairprice Co-operative Ltd,380005,1.312654496,103.8725418,5 UPPER BOON KENG ROAD OCBC UPPER BOON KENG ROAD - FAIRPRICE SINGAPORE 380005,"(1.312654496, 103.8725418)"
SHENG SIONG SUPERMARKET PTE LTD,380011,1.31423937,103.870914,11 UPPER BOON KENG ROAD BOON KENG VILLE SINGAPORE 380011,"(1.31423937, 103.870914)"
NTUC Fairprice Co-operative Ltd,380114,1.321724552,103.8868071,114 ALJUNIED AVENUE 2 OCBC ALJUNIED AVE 2 - FAIRPRICE SINGAPORE 380114,"(1.321724552, 103.8868071)"
COLD STORAGE SINGAPORE (1983) PTE LTD,380118,1.320048977,103.8874066,118 ALJUNIED AVENUE 2 HDB GEYLANG BRANCH SINGAPORE 380118,"(1.320048977, 103.8874066)"
MONAKO ASIA PTE. LTD.,388595,1.312829381,103.8781479,1 LORONG 15 GEYLANG SINGAPORE 388595,"(1.312829381, 103.8781479)"
PRB TRADING PTE. LTD.,389290,1.312088177,103.8773887,230 GEYLANG ROAD SINGAPORE 389290,"(1.312088177, 103.8773887)"
SHENG SIONG SUPERMARKET PTE LTD,389344,1.312724011,103.8787054,301 GEYLANG ROAD BCH@301 SINGAPORE 389344,"(1.312724011, 103.8787054)"
B & S MINI MART PTE. LTD.,389349,1.312451315,103.8796221,310B GEYLANG ROAD SINGAPORE 389349,"(1.312451315, 103.8796221)"
I-TEC SUPERMART PTE LTD,389456,1.313289737,103.8851538,498B GEYLANG ROAD GREEN COURT SINGAPORE 389456,"(1.313289737, 103.8851538)"
ABEDIN TRADING PTE. LTD.,389538,1.314206082,103.8866995,599A GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389538,"(1.314206082, 103.8866995)"
NTUC Fairprice Co-operative Ltd,389551,1.314150013,103.8885449,612C GEYLANG ROAD SINGAPORE 389551,"(1.314150013, 103.8885449)"
YEO HOCK HENG,389797,1.31357605,103.8818778,5 ALJUNIED ROAD SINGAPORE 389797,"(1.31357605, 103.8818778)"
NTUC Fairprice Co-operative Ltd,390041,1.307807962,103.8847676,41 JALAN TIGA OCBC JALAN TIGA - FAIRPRICE SINGAPORE 390041,"(1.307807962, 103.8847676)"
NTUC Fairprice Co-operative Ltd,397628,1.303075152,103.8731497,1 STADIUM PLACE OCBC KALLANG WAVE BRANCH SINGAPORE 397628,"(1.303075152, 103.8731497)"
COLD STORAGE SINGAPORE (1983) PTE LTD,397693,1.302404625,103.8766381,5 STADIUM WALK FILMGARDE AT LEISURE PARK KALLANG SINGAPORE 397693,"(1.302404625, 103.8766381)"
NTUC Fairprice Co-operative Ltd,400005,1.321189791,103.9032663,5 EUNOS CRESCENT OCBC EUNOS CRESCENT - FAIRPRICE SINGAPORE 400005,"(1.321189791, 103.9032663)"
COLD STORAGE SINGAPORE (1983) PTE LTD,400306,1.329872197,103.9019297,306 UBI AVENUE 1 SPRING BRAINY KIDZ GROUP PTE. LTD. SINGAPORE 400306,"(1.329872197, 103.9019297)"
COLD STORAGE SINGAPORE (1983) PTE LTD,400845,1.31630706,103.8943935,845 GEYLANG ROAD DBS TANJONG KATONG COMPLEX SINGAPORE 400845,"(1.31630706, 103.8943935)"
EN FROZEN PTE LTD,402001,1.316678856,103.8981027,1 GEYLANG SERAI DBS GEYLANG SERAI MARKET AND FOOD CENTRE SINGAPORE 402001,"(1.316678856, 103.8981027)"
NTUC Fairprice Co-operative Ltd,408600,1.318838262,103.8945823,10 EUNOS ROAD 8 OCBC SINGAPORE POST CENTRE - FAIRPRICE SINGAPORE 408600,"(1.318838262, 103.8945823)"
COLD STORAGE SINGAPORE (1983) PTE LTD,409051,1.31881487,103.8925808,60 PAYA LEBAR ROAD UOB PAYA LEBAR SQUARE SINGAPORE 409051,"(1.31881487, 103.8925808)"
NTUC Fairprice Co-operative Ltd,410110,1.323976876,103.9106896,110 LENGKONG TIGA OCBC LENGKONG TIGA - FAIRPRICE SINGAPORE 410110,"(1.323976876, 103.9106896)"
MUMTAZ ENTERPRISE PTE LTD,415812,1.33724723,103.9038529,23 KAKI BUKIT ROAD 3 THE LEO SINGAPORE 415812,"(1.33724723, 103.9038529)"
FRIENDS HYPERMART PTE. LTD.,415814,1.337217119,103.9066573,7 KAKI BUKIT AVENUE 3 DBS KAKI BUKIT RECREATION CENTRE SINGAPORE 415814,"(1.337217119, 103.9066573)"
AZ SUPERMART PTE. LTD.,415920,1.338094456,103.9099565,39 KAKI BUKIT AVENUE 3 DBS 5 STAR DORMITORY SINGAPORE 415920,"(1.338094456, 103.9099565)"
NTUC Fairprice Co-operative Ltd,420002,1.315521869,103.8989922,2 JOO CHIAT ROAD OCBC JOO CHIAT ROAD - FAIRPRICE SINGAPORE 420002,"(1.315521869, 103.8989922)"
NTUC Fairprice Co-operative Ltd,428751,1.303861208,103.9028714,30 EAST COAST ROAD DBS NTUC KATONG V SINGAPORE 428751,"(1.303861208, 103.9028714)"
COLD STORAGE SINGAPORE (1983) PTE LTD,428802,1.305223062,103.9050439,112 EAST COAST ROAD UOB I12 KATONG AUTOLOBBY SINGAPORE 428802,"(1.305223062, 103.9050439)"
TANESEI RETAILING PTE. LTD.,428802,1.305223062,103.9050439,112 EAST COAST ROAD UOB I12 KATONG AUTOLOBBY SINGAPORE 428802,"(1.305223062, 103.9050439)"
NTUC Fairprice Co-operative Ltd,428932,1.308361647,103.9079888,255 EAST COAST ROAD CITIBANK ESSO EAST COAST SINGAPORE 428932,"(1.308361647, 103.9079888)"
ANGLISS SINGAPORE PTE LTD,437096,1.306086558,103.8961504,313C TANJONG KATONG ROAD SINGAPORE 437096,"(1.306086558, 103.8961504)"
"CHEE MIN KUAN, SIMON",437112,1.303733874,103.8964983,342A TANJONG KATONG ROAD SINGAPORE 437112,"(1.303733874, 103.8964983)"
COLD STORAGE SINGAPORE (1983) PTE LTD,437157,1.314742388,103.8945519,11 TANJONG KATONG ROAD DNC (EDUCATION) PTE. LTD. SINGAPORE 437157,"(1.314742388, 103.8945519)"
TANESEI RETAILING PTE. LTD.,437157,1.314742388,103.8945519,11 TANJONG KATONG ROAD DNC (EDUCATION) PTE. LTD. SINGAPORE 437157,"(1.314742388, 103.8945519)"
COLD STORAGE SINGAPORE (1983) PTE LTD,440056,1.305605694,103.9153761,56 MARINE TERRACE MARINE TERRACE HAVEN SINGAPORE 440056,"(1.305605694, 103.9153761)"
COLD STORAGE SINGAPORE (1983) PTE LTD,448912,1.307060757,103.9237698,15 SIGLAP ROAD MANDARIN GARDENS SINGAPORE 448912,"(1.307060757, 103.9237698)"
COLD STORAGE SINGAPORE (1983) PTE LTD,449269,1.30106068,103.9053395,80 MARINE PARADE ROAD DBS DBS TREASURES AT PARKWAY PARADE SINGAPORE 449269,"(1.30106068, 103.9053395)"
COLD STORAGE SINGAPORE (1983) PTE LTD,449269,1.30106068,103.9053395,80 MARINE PARADE ROAD DBS DBS TREASURES AT PARKWAY PARADE SINGAPORE 449269,"(1.30106068, 103.9053395)"
FOUR SEASONS ORGANIC MARKET PTE. LTD.,449269,1.30106068,103.9053395,80 MARINE PARADE ROAD DBS DBS TREASURES AT PARKWAY PARADE SINGAPORE 449269,"(1.30106068, 103.9053395)"
THE BUTCHER (SINGAPORE) PTE. LTD.,449269,1.30106068,103.9053395,80 MARINE PARADE ROAD DBS DBS TREASURES AT PARKWAY PARADE SINGAPORE 449269,"(1.30106068, 103.9053395)"
CHO YONG BEOM,449269,1.30106068,103.9053395,80 MARINE PARADE ROAD DBS DBS TREASURES AT PARKWAY PARADE SINGAPORE 449269,"(1.30106068, 103.9053395)"
NTUC Fairprice Co-operative Ltd,449411,1.301337465,103.9071772,6 MARINE PARADE CENTRAL OCBC MARINE PARADE CENTRAL - FAIRPRICE SINGAPORE 449411,"(1.301337465, 103.9071772)"
COLD STORAGE SINGAPORE (1983) PTE LTD,458278,1.312753297,103.9236579,2 FIRST STREET UOB SIGLAP V SINGAPORE 458278,"(1.312753297, 103.9236579)"
ZAC MEAT & POULTRY PTE LTD,458322,1.315843372,103.9261595,1K FIGARO STREET OPERA ESTATE SINGAPORE 458322,"(1.315843372, 103.9261595)"
NTUC Fairprice Co-operative Ltd,459125,1.312307522,103.9252345,934 EAST COAST ROAD OCBC EAST COAST ROAD - FAIRPRICE SINGAPORE 459125,"(1.312307522, 103.9252345)"
PRIME SUPERMARKET (1996) PTE LTD,460018,1.320527715,103.9347643,18 BEDOK SOUTH ROAD UOB BEDOK SOUTH ROAD SINGAPORE 460018,"(1.320527715, 103.9347643)"
Teo Bobby,460029,1.324760401,103.9243702,29 CHAI CHEE AVENUE ANSAR GARDEN SINGAPORE 460029,"(1.324760401, 103.9243702)"
NTUC Fairprice Co-operative Ltd,460089,1.332956837,103.9382209,89 BEDOK NORTH STREET 4 OCBC BEDOK NORTH ST 4 - FAIRPRICE SINGAPORE 460089,"(1.332956837, 103.9382209)"
SHENG SIONG SUPERMARKET PTE LTD,460115,1.331433688,103.9368654,115 BEDOK NORTH ROAD PCF SPARKLETOTS PRESCHOOL @ FENGSHAN 115 (CC) SINGAPORE 460115,"(1.331433688, 103.9368654)"
SHENG SIONG SUPERMARKET PTE LTD,460209,1.324645447,103.9311115,209 NEW UPPER CHANGI ROAD BETHESDA COMMUNITY SINGAPORE 460209,"(1.324645447, 103.9311115)"
NTUC Fairprice Co-operative Ltd,460212,1.325918415,103.931687,212 BEDOK NORTH STREET 1 OCBC BEDOK NORTH ST 1 - FAIRPRICE SINGAPORE 460212,"(1.325918415, 103.931687)"
COLD STORAGE SINGAPORE (1983) PTE LTD,460509,1.333066482,103.9310914,509 BEDOK NORTH STREET 3 LITTLE PROFESSORS EDUCATION CENTRE @ BEDOK LLP SINGAPORE 460509,"(1.333066482, 103.9310914)"
MELON SUPERMARKET PTE LTD,460510,1.332336556,103.9304968,510 BEDOK NORTH STREET 3 UOB BEDOK NORTH STREET 3 SINGAPORE 460510,"(1.332336556, 103.9304968)"
PRIME SUPERMARKET LIMITED?,461025,1.323290228,103.9241518,25A CHAI CHEE ROAD OCBC CHAI CHEE ROAD - PRIME SUPERMARKET SINGAPORE 461025,"(1.323290228, 103.9241518)"
NTUC Fairprice Co-operative Ltd,461057,1.324252012,103.9415719,57 NEW UPPER CHANGI ROAD OCBC NEW UPPER CHANGI ROAD - FAIRPRICE SINGAPORE 461057,"(1.324252012, 103.9415719)"
SHENG SIONG SUPERMARKET PTE LTD,461539,1.332405066,103.9255013,539A BEDOK NORTH STREET 3 OCBC BEDOK NORTH SINGAPORE 461539,"(1.332405066, 103.9255013)"
NTUC Fairprice Co-operative Ltd,467360,1.324793606,103.9293604,311 NEW UPPER CHANGI ROAD OCBC BEDOK MALL - FAIRPRICE SINGAPORE 467360,"(1.324793606, 103.9293604)"
THNG CHYE BOON,469526,1.331272339,103.9472683,343 BEDOK ROAD SINGAPORE 469526,"(1.331272339, 103.9472683)"
COLD STORAGE SINGAPORE (1983) PTE LTD,469560,1.331436231,103.9482603,348 BEDOK ROAD DBS SHOP N SAVE BEDOK MARKET PLACE SINGAPORE 469560,"(1.331436231, 103.9482603)"
GOLDEN TICKET SINGAPORE PTE. LTD.,469979,1.311795442,103.9368945,54 BAYSHORE ROAD BAYSHORE PARK SINGAPORE 469979,"(1.311795442, 103.9368945)"
COLD STORAGE SINGAPORE (1983) PTE LTD,470631,1.332958733,103.9149418,631 BEDOK RESERVOIR ROAD OCBC BEDOK RESERVOIR RD - 7 ELEVEN SINGAPORE 470631,"(1.332958733, 103.9149418)"
CHUA & NG PTE. LTD.,470632,1.332050526,103.9141462,632 BEDOK RESERVOIR ROAD OCBC BEDOK RESERVOIR RD - MCDONALDS SINGAPORE 470632,"(1.332050526, 103.9141462)"
NTUC Fairprice Co-operative Ltd,470745,1.337419105,103.921783,745 BEDOK RESERVOIR ROAD OCBC BEDOK RESERVOIR RD - FAIRPRICE SINGAPORE 470745,"(1.337419105, 103.921783)"
SHENG SIONG SUPERMARKET PTE LTD,471739,1.338242032,103.9233039,739A BEDOK RESERVOIR ROAD RESERVOIR VILLAGE SINGAPORE 471739,"(1.338242032, 103.9233039)"
NTUC Fairprice Co-operative Ltd,486018,1.334755766,103.963894,8 CHANGI BUSINESS PARK AVENUE 1 OCBC CHANGI BUSINESS PARK - FAIRPRICE SINGAPORE 486018,"(1.334755766, 103.963894)"
L M MEAT PTE. LTD,486038,1.33432516,103.9623893,5 CHANGI BUSINESS PARK CENTRAL 1 OCBC CHANGI CITY POINT - FAIRPRICE SINGAPORE 486038,"(1.33432516, 103.9623893)"
COLD STORAGE SINGAPORE (1983) PTE LTD,486442,1.321447681,103.9554195,20 EASTWOOD ROAD EASTWOOD CENTRE SINGAPORE 486442,"(1.321447681, 103.9554195)"
COLD STORAGE SINGAPORE (1983) PTE LTD,487048,1.331775815,103.9462012,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,"(1.331775815, 103.9462012)"
CP MANAGEMENT SERVICES PRIVATE LIMITED,498820,1.327366021,104.0042442,317 TANAH MERAH COAST ROAD CHANGI AIR BASE (EAST) SINGAPORE 498820,"(1.327366021, 104.0042442)"
AZMI SHOP PTE. LTD.,506867,1.356790867,103.9636976,42 FLORA DRIVE PALM ISLES SINGAPORE 506867,"(1.356790867, 103.9636976)"
SHENG SIONG SUPERMARKET PTE LTD,510258,1.367066342,103.9646356,258 PASIR RIS STREET 21 UOB LOYANG POINT SINGAPORE 510258,"(1.367066342, 103.9646356)"
COLD STORAGE SINGAPORE (1983) PTE LTD,510259,1.36645364,103.9645985,259 PASIR RIS STREET 21 OCBC LOYANG POINT SINGAPORE 510259,"(1.36645364, 103.9645985)"
COLD STORAGE SINGAPORE (1983) PTE LTD,510440,1.368998011,103.9586476,440 PASIR RIS DRIVE 4 OCBC PASIR RIS DRIVE 4 - GIANT SINGAPORE 510440,"(1.368998011, 103.9586476)"
GOLDEN BAMBOO BROS SUPERMART PTE LTD,510625,1.37860239,103.9419782,625 ELIAS ROAD CHERIE HEARTS KIDZ CAMPUS PTE. LTD. SINGAPORE 510625,"(1.37860239, 103.9419782)"
NTUC Fairprice Co-operative Ltd,510734,1.379698021,103.9362708,734 PASIR RIS STREET 72 OCBC PASIR RIS WEST PLAZA - FAIRPRICE SINGAPORE 510734,"(1.379698021, 103.9362708)"
SHENG SIONG SUPERMARKET PTE LTD,514527,1.369686255,103.9479224,527D PASIR RIS STREET 51 COSTA RIS SINGAPORE 514527,"(1.369686255, 103.9479224)"
RAW MARKET PTE. LTD.,518180,1.375588309,103.9608397,11 PASIR RIS LINK SEASTRAND SINGAPORE 518180,"(1.375588309, 103.9608397)"
NTUC Fairprice Co-operative Ltd,518457,1.372519397,103.949801,1 PASIR RIS CENTRAL STREET 3 PASIR RIS CENTRAL POST OFFICE SINGAPORE 518457,"(1.372519397, 103.949801)"
NTUC Fairprice Co-operative Ltd,519599,1.379127179,103.9554448,1 PASIR RIS CLOSE COSTA SANDS RESORT (DOWNTOWN EAST) SINGAPORE 519599,"(1.379127179, 103.9554448)"
SHAHUL HAMEED S/O ABDUSALAM,520280,1.347535197,103.9517028,280 TAMPINES STREET 22 SINGAPORE 520280,"(1.347535197, 103.9517028)"
NTUC Fairprice Co-operative Ltd,520475,1.360323324,103.953126,475 TAMPINES STREET 44 OCBC TAMPINES STREET 44 - FAIRPRICE SINGAPORE 520475,"(1.360323324, 103.953126)"
SHENG SIONG SUPERMARKET PTE LTD,520506,1.35590219,103.9459122,506 TAMPINES CENTRAL 1 OCBC TAMPINES CENTRAL 1 SINGAPORE 520506,"(1.35590219, 103.9459122)"
PRIME SUPERMARKET LIMITED?,520823,1.348732845,103.9340102,823 TAMPINES STREET 81 OCBC TAMPINES STREET 81 - PRIME SUPERMARKET SINGAPORE 520823,"(1.348732845, 103.9340102)"
COLD STORAGE SINGAPORE (1983) PTE LTD,520829,1.349221002,103.9349143,829 TAMPINES STREET 81 UOB TAMPINES ST 81 SINGAPORE 520829,"(1.349221002, 103.9349143)"
NTUC Fairprice Co-operative Ltd,521107,1.348329155,103.9484307,107 TAMPINES STREET 11 OCBC TAMPINES STREET 11 - FAIRPRICE SINGAPORE 521107,"(1.348329155, 103.9484307)"
NTUC Fairprice Co-operative Ltd,521138,1.345319549,103.9453847,138 TAMPINES STREET 11 OCBC TAMPINES STREET 11 - 7 ELEVEN SINGAPORE 521138,"(1.345319549, 103.9453847)"
YES SUPERMARKET PTE LTD,521138,1.345319549,103.9453847,138 TAMPINES STREET 11 OCBC TAMPINES STREET 11 - 7 ELEVEN SINGAPORE 521138,"(1.345319549, 103.9453847)"
NTUC Fairprice Co-operative Ltd,521866,1.355393063,103.9344293,866A TAMPINES STREET 83 OCBC TAMPINES CENTRAL COUMMUNITY CENTRE - FAIRPRICE SINGAPORE 521866,"(1.355393063, 103.9344293)"
YES SUPERMARKET PTE LTD,522201,1.353435453,103.9530237,201B TAMPINES STREET 21 OCBC TAMPINES STREET 21 SINGAPORE 522201,"(1.353435453, 103.9530237)"
COLD STORAGE SINGAPORE (1983) PTE LTD,528765,1.372224562,103.9320462,21 TAMPINES NORTH DRIVE 2 GIANT SINGAPORE 528765,"(1.372224562, 103.9320462)"
NTUC Fairprice Co-operative Ltd,528833,1.342691998,103.9530508,3 SIMEI STREET 6 UOB EASTPOINT MALL AUTO LOBBY SINGAPORE 528833,"(1.342691998, 103.9530508)"
COLD STORAGE SINGAPORE (1983) PTE LTD,529286,1.354364938,103.9600422,9 TAMPINES STREET 32 TAMPINES MART SINGAPORE 529286,"(1.354364938, 103.9600422)"
NTUC Fairprice Co-operative Ltd,529509,1.35227804,103.9437277,2 TAMPINES CENTRAL 5 FILMGARDE AT CENTURY SQUARE SINGAPORE 529509,"(1.35227804, 103.9437277)"
NTUC Fairprice Co-operative Ltd,529510,1.352672322,103.944388,4 TAMPINES CENTRAL 5 UOB TAMPINES MALL AUTOLOBBY SINGAPORE 529510,"(1.352672322, 103.944388)"
COLD STORAGE SINGAPORE (1983) PTE LTD,529536,1.354204304,103.945052,10 TAMPINES CENTRAL 1 HSBC TAMPINES BRANCH SINGAPORE 529536,"(1.354204304, 103.945052)"
LIM KING CHEW,530006,1.362714463,103.8939805,6 HOUGANG AVENUE 3 SINGAPORE 530006,"(1.362714463, 103.8939805)"
PRIME SUPERMARKET (1996) PTE LTD,530106,1.353703135,103.8906808,106 HOUGANG AVENUE 1 OCBC HOUGANG AVE 1 - 7 ELEVEN SINGAPORE 530106,"(1.353703135, 103.8906808)"
NTUC Fairprice Co-operative Ltd,530202,1.357575584,103.8840385,202 HOUGANG STREET 21 OCBC HOUGANG ST 21 - FAIRPRICE SINGAPORE 530202,"(1.357575584, 103.8840385)"
COLD STORAGE SINGAPORE (1983) PTE LTD,530205,1.359496648,103.8850799,205 HOUGANG STREET 21 JUNIOR CHAMPS @ KOVAN PTE. LTD. SINGAPORE 530205,"(1.359496648, 103.8850799)"
TAN CHUAN BOON,530309,1.366205547,103.8951524,309 HOUGANG AVENUE 5 SINGAPORE 530309,"(1.366205547, 103.8951524)"
NTUC Fairprice Co-operative Ltd,530476,1.377433378,103.9037136,476 UPPER SERANGOON VIEW DBS NTUC NEW UPPER SERANGOON VIEW SINGAPORE 530476,"(1.377433378, 103.9037136)"
ANG MO SUPERMARKET PTE LTD,530642,1.371703435,103.879939,642 HOUGANG AVENUE 8 PCF SPARKLETOTS PRESCHOOL@ANG MO KIO-HOUGANG 642 (CC) SINGAPORE 530642,"(1.371703435, 103.879939)"
NTUC Fairprice Co-operative Ltd,530682,1.373615877,103.8857589,682 HOUGANG AVENUE 4 OCBC HOUGANG AVE 4 - FAIRPRICE SINGAPORE 530682,"(1.373615877, 103.8857589)"
COLD STORAGE SINGAPORE (1983) PTE LTD,530683,1.373321226,103.8863655,683 HOUGANG AVENUE 8 UOB HOUGANG NORTH AUTOLOBBY SINGAPORE 530683,"(1.373321226, 103.8863655)"
COLD STORAGE SINGAPORE (1983) PTE LTD,530982,1.380894989,103.8793232,982 BUANGKOK CRESCENT DBS BUANGKOK CRESCENT SINGAPORE 530982,"(1.380894989, 103.8793232)"
PRIME SUPERMARKET (1996) PTE LTD,531159,1.351893366,103.8794445,159A HOUGANG STREET 11 MULTI STOREY CAR PARK SINGAPORE 531159,"(1.351893366, 103.8794445)"
SARATHI STORES PTE LTD,534821,1.337484929,103.8870042,91 UPPER PAYA LEBAR ROAD SINGAPORE 534821,"(1.337484929, 103.8870042)"
SIVAMANI MINIMART PTE LTD,534846,1.338893877,103.8861149,141A UPPER PAYA LEBAR ROAD SINGAPORE 534846,"(1.338893877, 103.8861149)"
NTUC Fairprice Co-operative Ltd,538692,1.375605071,103.879455,1 HOUGANG STREET 91 OCBC HOUGANG ST 91 - FAIRPRICE SINGAPORE 538692,"(1.375605071, 103.879455)"
COLD STORAGE SINGAPORE (1983) PTE LTD,538719,1.379317835,103.8878471,21 HOUGANG STREET 51 DBS SHOP N SAVE HOUGANG GREEN SHOPPING MALL SINGAPORE 538719,"(1.379317835, 103.8878471)"
NTUC Fairprice Co-operative Ltd,538766,1.372311864,103.8936616,90 HOUGANG AVENUE 10 SUNFLOWER PRESCHOOL @ HOUGANG (PTE. LTD.) SINGAPORE 538766,"(1.372311864, 103.8936616)"
NTUC Fairprice Co-operative Ltd,538767,1.371710178,103.8942478,100 HOUGANG AVENUE 10 OCBC HOUGANG AVE 10 - FAIRPRICE SINGAPORE 538767,"(1.371710178, 103.8942478)"
NTUC Fairprice Co-operative Ltd,540118,1.385553097,103.9019607,118 RIVERVALE DRIVE HDB SENGKANG BRANCH SINGAPORE 540118,"(1.385553097, 103.9019607)"
PRIME SUPERMARKET LIMITED?,540263,1.394848165,103.8960423,263 COMPASSVALE STREET COMPASSVALE NORTH GATE SINGAPORE 540263,"(1.394848165, 103.8960423)"
COLD STORAGE SINGAPORE (1983) PTE LTD,540266,1.381979084,103.8970881,266 COMPASSVALE BOW STAR LEARNERS @ SENGKANG PTE. LTD. SINGAPORE 540266,"(1.381979084, 103.8970881)"
NTUC Fairprice Co-operative Ltd,540279,1.386218354,103.8930383,279 SENGKANG EAST AVENUE OCBC SENGKANG EAST AVE - FAIRPRICE SINGAPORE 540279,"(1.386218354, 103.8930383)"
U STARS SUPERMARKET PTE. LTD.,540330,1.396849799,103.8892468,330 ANCHORVALE STREET ANCHORVALE HARVEST SINGAPORE 540330,"(1.396849799, 103.8892468)"
NTUC Fairprice Co-operative Ltd,543277,1.382379847,103.8938004,277C COMPASSVALE LINK OCBC COMPASSVALE LINK - FAIRPRICE SINGAPORE 543277,"(1.382379847, 103.8938004)"
NTUC Fairprice Co-operative Ltd,545082,1.392217327,103.9044731,11 RIVERVALE CRESCENT OCBC RIVERVALE MALL - FAIRPRICE SINGAPORE 545082,"(1.392217327, 103.9044731)"
THONG CHEW FOOD INDUSTRIES PTE LTD,545553,1.356760561,103.8760016,36 YIO CHU KANG ROAD SINGAPORE 545553,"(1.356760561, 103.8760016)"
Teo Bobby,550253,1.353682695,103.8709133,253 SERANGOON CENTRAL DRIVE OCBC SERANGGON CENTRAL DRIVE - FAIRPRICE SINGAPORE 550253,"(1.353682695, 103.8709133)"
COLD STORAGE SINGAPORE (1983) PTE LTD,550266,1.353232128,103.8715036,266 SERANGOON CENTRAL DRIVE MARINE PARADE TOWN COUNCIL (SERANGOON OFFICE) SINGAPORE 550266,"(1.353232128, 103.8715036)"
NTUC Fairprice Co-operative Ltd,552152,1.369799416,103.8730358,152B SERANGOON NORTH AVENUE 1 OCBC SERANGOON NORTH AVE 1 - FAIRPRICE SINGAPORE 552152,"(1.369799416, 103.8730358)"
PRIME SUPERMARKET (1996) PTE LTD,552542,1.373683929,103.871417,542B SERANGOON NORTH AVENUE 3 MRC KINDERGARTEN (SERANGOON NORTH) SINGAPORE 552542,"(1.373683929, 103.871417)"
SHENG SIONG SUPERMARKET PTE LTD,554913,1.375653673,103.8720121,19 SERANGOON NORTH AVENUE 5 OCBC SERANGOON NORTH AVE 5 - SHENG SIONG SINGAPORE 554913,"(1.375653673, 103.8720121)"
SFERM PTE. LTD.,555974,1.36428137,103.8651339,78A SERANGOON GARDEN WAY SERANGOON GARDEN ESTATE SINGAPORE 555974,"(1.36428137, 103.8651339)"
NTUC Fairprice Co-operative Ltd,556083,1.350888822,103.8721157,23 SERANGOON CENTRAL THE VETERINARY CLINIC PTE LTD (NEX MALL BRANCH) SINGAPORE 556083,"(1.350888822, 103.8721157)"
COLD STORAGE SINGAPORE (1983) PTE LTD,556083,1.350888822,103.8721157,23 SERANGOON CENTRAL THE VETERINARY CLINIC PTE LTD (NEX MALL BRANCH) SINGAPORE 556083,"(1.350888822, 103.8721157)"
NTUC Fairprice Co-operative Ltd,556679,1.365280606,103.8651012,1 MAJU AVENUE DBS SERANGOON GARDEN BRANCH SINGAPORE 556679,"(1.365280606, 103.8651012)"
SHENG SIONG SUPERMARKET PTE LTD,560122,1.370188607,103.8434132,122 ANG MO KIO AVENUE 3 SINGAPORE 560122,"(1.370188607, 103.8434132)"
COLD STORAGE SINGAPORE (1983) PTE LTD,560161,1.374140215,103.8396733,161 ANG MO KIO AVENUE 4 NEE SOON TOWN COUNCIL (KEBUN BARU SERVICE CENTRE) SINGAPORE 560161,"(1.374140215, 103.8396733)"
NTUC Fairprice Co-operative Ltd,560215,1.36650736,103.8417924,215 ANG MO KIO AVENUE 1 OCBC ANG MO KIO AVE 1 - FAIRPRICE SINGAPORE 560215,"(1.36650736, 103.8417924)"
SHENG SIONG SUPERMARKET PTE LTD,560233,1.36754925,103.8367406,233 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560233,"(1.36754925, 103.8367406)"
G8 MART PTE. LTD.,560421,1.365384226,103.852967,421 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560421,"(1.365384226, 103.852967)"
COLD STORAGE SINGAPORE (1983) PTE LTD,560525,1.372645696,103.8538907,525 ANG MO KIO AVENUE 10 INTEMEDICAL 24 HR CLINIC SINGAPORE 560525,"(1.372645696, 103.8538907)"
NTUC Fairprice Co-operative Ltd,560712,1.371409211,103.8470829,712 ANG MO KIO AVENUE 6 OCBC ANG MO KIO AVE 6 - FAIRPRICE SINGAPORE 560712,"(1.371409211, 103.8470829)"
COLD STORAGE SINGAPORE (1983) PTE LTD,563316,1.364625403,103.847677,316B ANG MO KIO STREET 31 TECK GHEE VISTA SINGAPORE 563316,"(1.364625403, 103.847677)"
NTUC Fairprice Co-operative Ltd,567720,1.377892049,103.856412,2 ANG MO KIO DRIVE DBS ITE COLLEGE CENTRAL BRANCH SINGAPORE 567720,"(1.377892049, 103.856412)"
NTUC Fairprice Co-operative Ltd,569933,1.369236276,103.8487222,53 ANG MO KIO AVENUE 3 DBS ANG MO KIO - BASEMENT 1 SINGAPORE 569933,"(1.369236276, 103.8487222)"
TAN SUAN GUAY,570116,1.34780072,103.8493161,116 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570116,"(1.34780072, 103.8493161)"
