address,postal_code,latitude,longitude,full_address,coordinates,nearest_MRT,MRT_distance,nearest_Mall,Mall_distance,nearest_Market,Market_distance,nearest_Hawker,Hawker_distance,CBD_distance
216 ANG MO KIO AVE 1,560216,1.366196788,103.841505,216 ANG MO KIO AVENUE 1 ANG MO KIO 22 SINGAPORE 560216,"(1.366196788, 103.841505)",Ang Mo Kio,0.994265916423476,Broadway   Plaza    Singapore ,0.8087686393978876,NTUC Fairprice Co-operative Ltd,0.04704573864482369,Blk 226H Ang Mo Kio Street 22,0.18534643487083105,6.376044947481841
211 ANG MO KIO AVE 3,560211,1.369196966,103.8416666,211 ANG MO KIO AVENUE 3 SINGAPORE 560211,"(1.369196966, 103.8416666)",Ang Mo Kio,0.8853696244387197,Broadway   Plaza    Singapore ,0.5674894876113359,SHENG SIONG SUPERMARKET PTE LTD,0.22328405150680658,Blk 226H Ang Mo Kio Street 22,0.2801743875524187,6.7078275993373095
202 ANG MO KIO AVE 3,560202,1.36844644,103.8445163,202 ANG MO KIO AVENUE 3 ANG MO KIO VIEW SINGAPORE 560202,"(1.36844644, 103.8445163)",Ang Mo Kio,0.5904794375407341,Broadway   Plaza    Singapore ,0.4205373695883405,SHENG SIONG SUPERMARKET PTE LTD,0.2292690636315408,Blk 724 Ang Mo Kio Ave 6,0.4728032663161527,6.686610970252062
235 ANG MO KIO AVE 3,560235,1.366823607,103.8364912,235 ANG MO KIO AVENUE 3 PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 235 (KN) SINGAPORE 560235,"(1.366823607, 103.8364912)",Ang Mo Kio,1.4987730061316784,Broadway   Plaza    Singapore ,1.1976575063620782,SHENG SIONG SUPERMARKET PTE LTD,0.08531805937062611,Blk 226D Ang Mo Kio Ave 1,0.2947426311533047,6.372726786697087
232 ANG MO KIO AVE 3,560232,1.368346068,103.837196,232 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560232,"(1.368346068, 103.837196)",Ang Mo Kio,1.3901288598707549,Broadway   Plaza    Singapore ,1.0542833768443485,SHENG SIONG SUPERMARKET PTE LTD,0.10204473085136831,Blk 226D Ang Mo Kio Ave 1,0.2756782082965015,6.548443649447046
308 ANG MO KIO AVE 1,561308,1.365483428,103.8440847,308A ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 561308,"(1.365483428, 103.8440847)",Ang Mo Kio,0.7932733033281859,AMKHub    Singapore ,0.6425674808296546,NTUC Fairprice Co-operative Ltd,0.2790994268966755,Blk 226H Ang Mo Kio Street 22,0.47550229121182214,6.354586699400536
220 ANG MO KIO AVE 1,560220,1.365588336,103.8405189,220 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560220,"(1.365588336, 103.8405189)",Ang Mo Kio,1.1223858505496345,Broadway   Plaza    Singapore ,0.9305751741692002,NTUC Fairprice Co-operative Ltd,0.17459701353253093,Blk 226H Ang Mo Kio Street 22,0.1813461646672293,6.291131156689078
219 ANG MO KIO AVE 1,560219,1.36598198,103.840654,219 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560219,"(1.36598198, 103.840654)",Ang Mo Kio,1.0901478238677886,Broadway   Plaza    Singapore ,0.8877518764665588,NTUC Fairprice Co-operative Ltd,0.13938213295606885,Blk 226H Ang Mo Kio Street 22,0.14405709883403012,6.336733763744937
320 ANG MO KIO AVE 1,560320,1.365592456,103.8483867,320 ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 560320,"(1.365592456, 103.8483867)",Ang Mo Kio,0.5106475401126365,AMKHub    Singapore ,0.4073604253586711,COLD STORAGE SINGAPORE (1983) PTE LTD,0.13336827723396252,Blk 341 Ang Mo Kio Ave 1,0.1975073281079105,6.487858899556945
223 ANG MO KIO AVE 1,560223,1.366048084,103.8381227,223 ANG MO KIO AVENUE 1 SINGAPORE 560223,"(1.366048084, 103.8381227)",Ang Mo Kio,1.3490581878502756,Broadway   Plaza    Singapore ,1.0910589499621222,SHENG SIONG SUPERMARKET PTE LTD,0.22686556842540062,Blk 226D Ang Mo Kio Ave 1,0.14153382744534768,6.305240674953452
230 ANG MO KIO AVE 3,560230,1.368854452,103.8378964,230 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560230,"(1.368854452, 103.8378964)",Ang Mo Kio,1.3061783652191634,Broadway   Plaza    Singapore ,0.9610875277618179,SHENG SIONG SUPERMARKET PTE LTD,0.19383264986541154,Blk 226D Ang Mo Kio Ave 1,0.26621628046185275,6.6125640862131485
329 ANG MO KIO AVE 3,560329,1.366599083,103.8468744,329 ANG MO KIO AVENUE 3 MY FIRST SKOOL SINGAPORE 560329,"(1.366599083, 103.8468744)",Ang Mo Kio,0.48591529149058593,AMKHub    Singapore ,0.34416999752325517,COLD STORAGE SINGAPORE (1983) PTE LTD,0.23690590396200997,Blk 341 Ang Mo Kio Ave 1,0.3337009554353039,6.5493980066274995
313 ANG MO KIO AVE 3,560313,1.366649726,103.8501337,313 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560313,"(1.366649726, 103.8501337)",Ang Mo Kio,0.3801846343820125,AMKHub    Singapore ,0.34405889117770133,NTUC Fairprice Co-operative Ltd,0.32762829291582646,Blk 341 Ang Mo Kio Ave 1,0.38732177014568897,6.658175084255132
117 ANG MO KIO AVE 4,560117,1.373717083,103.8356105,117 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560117,"(1.373717083, 103.8356105)",Yio Chu Kang,1.3683840666150051,Broadway   Plaza    Singapore ,1.1689080791717463,COLD STORAGE SINGAPORE (1983) PTE LTD,0.4540776715525246,Mayflower Market & Food Centre,0.41350771258997243,7.129842925104287
110 ANG MO KIO AVE 4,560110,1.37045937,103.8374193,110 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560110,"(1.37045937, 103.8374193)",Ang Mo Kio,1.353574665444165,Broadway   Plaza    Singapore ,0.9650257874572448,SHENG SIONG SUPERMARKET PTE LTD,0.3322699745786772,Blk 226D Ang Mo Kio Ave 1,0.44873702266715343,6.784729970544373
343 ANG MO KIO AVE 3,560343,1.368374751,103.8491511,343 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560343,"(1.368374751, 103.8491511)",Ang Mo Kio,0.18981799409812375,AMKHub    Singapore ,0.12415759478413013,NTUC Fairprice Co-operative Ltd,0.10700616143937074,Blk 724 Ang Mo Kio Ave 6,0.516013286958437,6.808601621578168
345 ANG MO KIO AVE 3,560345,1.367487025,103.8496517,345 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560345,"(1.367487025, 103.8496517)",Ang Mo Kio,0.2822991578701336,AMKHub    Singapore ,0.23681493159940528,NTUC Fairprice Co-operative Ltd,0.2202492638793324,Blk 341 Ang Mo Kio Ave 1,0.44160006627793325,6.730537230161037
346 ANG MO KIO AVE 3,560346,1.367095869,103.8496623,346 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560346,"(1.367095869, 103.8496623)",Ang Mo Kio,0.3258096638213638,AMKHub    Singapore ,0.27456863549261756,NTUC Fairprice Co-operative Ltd,0.2599356256514066,Blk 341 Ang Mo Kio Ave 1,0.4026065201532263,6.689398387784197
121 ANG MO KIO AVE 3,560121,1.369702265,103.8434376,121 ANG MO KIO AVENUE 3 PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 121 (KN) SINGAPORE 560121,"(1.369702265, 103.8434376)",Ang Mo Kio,0.6846399395206453,Broadway   Plaza    Singapore ,0.3757715019587109,SHENG SIONG SUPERMARKET PTE LTD,0.054146816319883946,Blk 724 Ang Mo Kio Ave 6,0.4408332715959135,6.798723085212722
129 ANG MO KIO AVE 3,560129,1.369894989,103.842059,129 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560129,"(1.369894989, 103.842059)",Ang Mo Kio,0.8370733038213672,Broadway   Plaza    Singapore ,0.4908290769600401,SHENG SIONG SUPERMARKET PTE LTD,0.1540371292183298,Blk 226H Ang Mo Kio Street 22,0.36863949535945956,6.791723388487482
130 ANG MO KIO AVE 3,560130,1.370397917,103.8418788,130 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560130,"(1.370397917, 103.8418788)",Ang Mo Kio,0.8579826255056535,Broadway   Plaza    Singapore ,0.4862995765948083,SHENG SIONG SUPERMARKET PTE LTD,0.17214950794831577,Blk 226H Ang Mo Kio Street 22,0.4058786312195275,6.843432077056253
128 ANG MO KIO AVE 3,560128,1.370832028,103.843547,128 ANG MO KIO AVENUE 3 SINGAPORE 560128,"(1.370832028, 103.843547)",Ang Mo Kio,0.6775066266511697,Broadway   Plaza    Singapore ,0.2964087063525253,SHENG SIONG SUPERMARKET PTE LTD,0.07307494845908687,Blk 724 Ang Mo Kio Ave 6,0.36362370135605476,6.924327049050648
127 ANG MO KIO AVE 3,560127,1.371223221,103.8435933,127 ANG MO KIO AVENUE 3 SINGAPORE 560127,"(1.371223221, 103.8435933)",Ang Mo Kio,0.6795793622673559,Broadway   Plaza    Singapore ,0.2762531850216875,SHENG SIONG SUPERMARKET PTE LTD,0.11677302532650069,Blk 724 Ang Mo Kio Ave 6,0.34282820930571567,6.968003636382326
126 ANG MO KIO AVE 3,560126,1.3716499,103.8436442,126 ANG MO KIO AVENUE 3 SINGAPORE 560126,"(1.3716499, 103.8436442)",Ang Mo Kio,0.6849909262429147,Broadway   Plaza    Singapore ,0.26091884037317614,SHENG SIONG SUPERMARKET PTE LTD,0.16450513324015834,Blk 724 Ang Mo Kio Ave 6,0.32535252276132565,7.015652529704477
403 ANG MO KIO AVE 10,560403,1.361269015,103.8546424,403 ANG MO KIO AVENUE 10 SINGAPORE 560403,"(1.361269015, 103.8546424)",Ang Mo Kio,1.1241141888031942,AMKHub    Singapore ,1.1226160740175983,G8 MART PTE. LTD.,0.4940408524953233,Blk 409 Ang Mo Kio Ave 10,0.18535912430789986,6.279863684594831
404 ANG MO KIO AVE 10,560404,1.361677671,103.8547265,404 ANG MO KIO AVENUE 10 SINGAPORE 560404,"(1.361677671, 103.8547265)",Ang Mo Kio,1.0898654149362428,AMKHub    Singapore ,1.0929578550447772,G8 MART PTE. LTD.,0.45620669488127524,Blk 409 Ang Mo Kio Ave 10,0.14085488696669793,6.325164515908148
405 ANG MO KIO AVE 10,560405,1.361579127,103.8538054,405 ANG MO KIO AVENUE 10 SINGAPORE 560405,"(1.361579127, 103.8538054)",Ang Mo Kio,1.049655221451722,AMKHub    Singapore ,1.039742752966448,G8 MART PTE. LTD.,0.4332514070489473,Blk 409 Ang Mo Kio Ave 10,0.21851420148241424,6.27408765316401
417 ANG MO KIO AVE 10,560417,1.364959533,103.8551971,417 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560417,"(1.364959533, 103.8551971)",Ang Mo Kio,0.8402628969158195,AMKHub    Singapore ,0.8878876721623582,G8 MART PTE. LTD.,0.2523635304614962,Blk 409 Ang Mo Kio Ave 10,0.24433077454020466,6.680522365151766
418 ANG MO KIO AVE 10,560418,1.364946014,103.8540434,418 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560418,"(1.364946014, 103.8540434)",Ang Mo Kio,0.7511668601683993,AMKHub    Singapore ,0.7837416452184232,G8 MART PTE. LTD.,0.12919744236428998,Blk 409 Ang Mo Kio Ave 10,0.2834424907044001,6.629720744840478
419 ANG MO KIO AVE 10,560419,1.365346697,103.8541518,419 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560419,"(1.365346697, 103.8541518)",Ang Mo Kio,0.7266317612390804,AMKHub    Singapore ,0.7672237771424115,G8 MART PTE. LTD.,0.1317726193245186,Blk 409 Ang Mo Kio Ave 10,0.3169967473904936,6.675531878541913
441 ANG MO KIO AVE 10,560441,1.366050278,103.8541683,441 ANG MO KIO AVENUE 10 SINGAPORE 560441,"(1.366050278, 103.8541683)",Ang Mo Kio,0.6742274525838599,AMKHub    Singapore ,0.7273750808998062,G8 MART PTE. LTD.,0.15270316270917172,Blk 453A Ang Mo Kio Ave 10,0.34382273076230013,6.74876279925753
442 ANG MO KIO AVE 10,560442,1.365692415,103.8550979,442 ANG MO KIO AVENUE 10 PCS ANG MO KIO CHILD CARE CENTRE SINGAPORE 560442,"(1.365692415, 103.8550979)",Ang Mo Kio,0.7792624760304537,AMKHub    Singapore ,0.8371081691897453,G8 MART PTE. LTD.,0.2393443180668596,Blk 453A Ang Mo Kio Ave 10,0.31575378246139557,6.751236395384949
443 ANG MO KIO AVE 10,560443,1.366043889,103.855369,443 ANG MO KIO AVENUE 10 SINGAPORE 560443,"(1.366043889, 103.855369)",Ang Mo Kio,0.7803499038793312,AMKHub    Singapore ,0.8465623271849456,G8 MART PTE. LTD.,0.27690660153969754,Blk 453A Ang Mo Kio Ave 10,0.2675627026351324,6.7989571281958305
444 ANG MO KIO AVE 10,560444,1.366600453,103.8555788,444 ANG MO KIO AVENUE 10 SINGAPORE 560444,"(1.366600453, 103.8555788)",Ang Mo Kio,0.7671392162815032,AMKHub    Singapore ,0.8441847692867492,G8 MART PTE. LTD.,0.3202887530154741,Blk 453A Ang Mo Kio Ave 10,0.20158538896624595,6.865041621448605
450 ANG MO KIO AVE 10,560450,1.368484062,103.8554681,450 ANG MO KIO AVENUE 10 CHONG BOON CENTRE SINGAPORE 560450,"(1.368484062, 103.8554681)",Ang Mo Kio,0.6757361079221051,AMKHub    Singapore ,0.7832944963550312,G8 MART PTE. LTD.,0.4428430394290658,Blk 453A Ang Mo Kio Ave 10,0.10186676859895755,7.053812796962667
435 ANG MO KIO AVE 10,560435,1.367703677,103.8542143,435 ANG MO KIO AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ CHENG SAN-SELETAR BLK 435 (KN) SINGAPORE 560435,"(1.367703677, 103.8542143)",Ang Mo Kio,0.5754168463223047,AMKHub    Singapore ,0.6620814849049348,G8 MART PTE. LTD.,0.29281964298910185,Blk 453A Ang Mo Kio Ave 10,0.24496352499472931,6.921578995297796
433 ANG MO KIO AVE 10,560433,1.368076523,103.854353,433 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560433,"(1.368076523, 103.854353)",Ang Mo Kio,0.5722910225556195,AMKHub    Singapore ,0.6676191415655067,G8 MART PTE. LTD.,0.3366910329677619,Blk 453A Ang Mo Kio Ave 10,0.2229073360297555,6.9658058928192474
434 ANG MO KIO AVE 10,560434,1.367891507,103.853455,434 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560434,"(1.367891507, 103.853455)",Ang Mo Kio,0.4909857320305386,AMKHub    Singapore ,0.5751516245144148,G8 MART PTE. LTD.,0.28402598654905203,Blk 453A Ang Mo Kio Ave 10,0.32431531425677185,6.91085078396929
424 ANG MO KIO AVE 3,560424,1.368606603,103.8508088,424 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560424,"(1.368606603, 103.8508088)",Ang Mo Kio,0.2080671102216139,AMKHub    Singapore ,0.2704361032464024,NTUC Fairprice Co-operative Ltd,0.24229055245181258,Blk 341 Ang Mo Kio Ave 1,0.6108932968023542,6.8883170324646485
425 ANG MO KIO AVE 3,560425,1.369122417,103.8516161,425 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560425,"(1.369122417, 103.8516161)",Ang Mo Kio,0.24678033811271688,AMKHub    Singapore ,0.3506973672431427,NTUC Fairprice Co-operative Ltd,0.3219446047750799,Blk 527 Ang Mo Kio Ave 10,0.5312130328027443,6.971047082112202
466 ANG MO KIO AVE 10,560466,1.365819605,103.8570616,466 ANG MO KIO AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 466 (KN) SINGAPORE 560466,"(1.365819605, 103.8570616)",Ang Mo Kio,0.9533524878615695,myVillage Singapore,0.8901384030985278,G8 MART PTE. LTD.,0.45773737651763113,Blk 453A Ang Mo Kio Ave 10,0.2805305939197442,6.851697066524437
471 ANG MO KIO AVE 10,560471,1.363466006,103.8567029,471 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560471,"(1.363466006, 103.8567029)",Ang Mo Kio,1.0758571066462557,myVillage Singapore,0.9459527730997236,G8 MART PTE. LTD.,0.4668684498427778,Blk 409 Ang Mo Kio Ave 10,0.16723508442423635,6.597343360778332
474 ANG MO KIO AVE 10,560474,1.362757847,103.8580153,474 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560474,"(1.362757847, 103.8580153)",Ang Mo Kio,1.2371696490513446,myVillage Singapore,0.8255356543903695,G8 MART PTE. LTD.,0.6326282554186689,Blk 409 Ang Mo Kio Ave 10,0.29408600141607727,6.589922314557935
570 ANG MO KIO AVE 3,560570,1.369743586,103.8560231,570 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560570,"(1.369743586, 103.8560231)",Ang Mo Kio,0.7160310337560158,AMKHub    Singapore ,0.8420371646200778,COLD STORAGE SINGAPORE (1983) PTE LTD,0.4004068049433083,Blk 453A Ang Mo Kio Ave 10,0.17107215106625248,7.206791662023134
586 ANG MO KIO AVE 3,560586,1.37030353,103.8534559,586 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560586,"(1.37030353, 103.8534559)",Ang Mo Kio,0.4310824804484008,AMKHub    Singapore ,0.5670186382323227,COLD STORAGE SINGAPORE (1983) PTE LTD,0.26488442673463386,Blk 527 Ang Mo Kio Ave 10,0.3159561681192878,7.162517899044097
465 ANG MO KIO AVE 10,560465,1.366201041,103.857201,465 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560465,"(1.366201041, 103.857201)",Ang Mo Kio,0.9471013941269629,myVillage Singapore,0.8792646671932398,G8 MART PTE. LTD.,0.4793495731692778,Blk 453A Ang Mo Kio Ave 10,0.2456576750870937,6.896722203791842
463 ANG MO KIO AVE 10,560463,1.366947935,103.8574876,463 ANG MO KIO AVENUE 10 SINGAPORE 560463,"(1.366947935, 103.8574876)",Ang Mo Kio,0.9424490949461005,myVillage Singapore,0.8629567652610328,G8 MART PTE. LTD.,0.5317566122496888,Blk 453A Ang Mo Kio Ave 10,0.1913333560102291,6.985516914126864
564 ANG MO KIO AVE 3,560564,1.369848376,103.8594041,564 ANG MO KIO AVENUE 3 SINGAPORE 560564,"(1.369848376, 103.8594041)",Ang Mo Kio,1.0913667729031276,myVillage Singapore,0.8151507268103494,COLD STORAGE SINGAPORE (1983) PTE LTD,0.6873004788555286,Blk 453A Ang Mo Kio Ave 10,0.38355362514839897,7.3674610962627
560 ANG MO KIO AVE 10,560560,1.370816268,103.8591923,560 ANG MO KIO AVENUE 10 SINGAPORE 560560,"(1.370816268, 103.8591923)",Ang Mo Kio,1.0712647530602397,myVillage Singapore,0.9046088485277762,COLD STORAGE SINGAPORE (1983) PTE LTD,0.623463011476619,Blk 453A Ang Mo Kio Ave 10,0.42632728679845433,7.4555251780315555
558 ANG MO KIO AVE 10,560558,1.371236133,103.859192,558 ANG MO KIO AVENUE 10 SINGAPORE 560558,"(1.371236133, 103.859192)",Ang Mo Kio,1.0760724600270073,myVillage Singapore,0.937688719888097,COLD STORAGE SINGAPORE (1983) PTE LTD,0.6097966901299553,Blk 453A Ang Mo Kio Ave 10,0.4589734400244156,7.498074301745936
559 ANG MO KIO AVE 10,560559,1.370998107,103.8578564,559 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560559,"(1.370998107, 103.8578564)",Ang Mo Kio,0.9254895949821714,myVillage Singapore,1.02924335638666,COLD STORAGE SINGAPORE (1983) PTE LTD,0.4773923789378171,Blk 453A Ang Mo Kio Ave 10,0.3492945704302897,7.4141403825639145
538 ANG MO KIO AVE 5,560538,1.375593367,103.8533478,538 ANG MO KIO AVENUE 5 CHENG SAN VIEW SINGAPORE 560538,"(1.375593367, 103.8533478)",Ang Mo Kio,0.7470347776146377,Jubilee   Square    Singapore ,0.7471756225618605,COLD STORAGE SINGAPORE (1983) PTE LTD,0.3332762576763755,Blk 527 Ang Mo Kio Ave 10,0.31763456176888033,7.714501867969657
534 ANG MO KIO AVE 10,560534,1.374058463,103.8541682,534 ANG MO KIO AVENUE 10 CHENG SAN VIEW SINGAPORE 560534,"(1.374058463, 103.8541682)",Ang Mo Kio,0.6785180678492904,Jubilee   Square    Singapore ,0.7578635922489855,COLD STORAGE SINGAPORE (1983) PTE LTD,0.16009282904767153,Blk 527 Ang Mo Kio Ave 10,0.12615949656483602,7.582400409808168
601 ANG MO KIO AVE 5,560601,1.381041355,103.8351317,601 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560601,"(1.381041355, 103.8351317)",Yio Chu Kang,1.091398264863875,Broadway   Plaza    Singapore ,1.5740382918224292,COLD STORAGE SINGAPORE (1983) PTE LTD,0.9185544347515432,Blk 628 Ang Mo Kio Ave 4,0.6170339433827721,7.93995795478095
603 ANG MO KIO AVE 5,560603,1.38020079,103.8357557,603 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560603,"(1.38020079, 103.8357557)",Yio Chu Kang,1.033799323721591,Broadway   Plaza    Singapore ,1.46105612716704,COLD STORAGE SINGAPORE (1983) PTE LTD,0.8023732043498015,Blk 628 Ang Mo Kio Ave 4,0.5552802061841046,7.850431921720199
604 ANG MO KIO AVE 5,560604,1.379866581,103.8359767,604 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560604,"(1.379866581, 103.8359767)",Yio Chu Kang,1.0166526863510588,Broadway   Plaza    Singapore ,1.4186467799461546,COLD STORAGE SINGAPORE (1983) PTE LTD,0.757827126870946,Blk 628 Ang Mo Kio Ave 4,0.5387235241019381,7.814842905410996
608 ANG MO KIO AVE 5,560608,1.3785821,103.8367603,608 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560608,"(1.3785821, 103.8367603)",Yio Chu Kang,0.9739690549007127,Broadway   Plaza    Singapore ,1.2629537122231997,COLD STORAGE SINGAPORE (1983) PTE LTD,0.5906020271480439,Blk 628 Ang Mo Kio Ave 4,0.5136858316311166,7.678377657917099
611 ANG MO KIO AVE 5,560611,1.378292052,103.8372519,611 ANG MO KIO AVENUE 5 PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 611 (KN) SINGAPORE 560611,"(1.378292052, 103.8372519)",Yio Chu Kang,0.9361081242750382,Broadway   Plaza    Singapore ,1.199780120047131,COLD STORAGE SINGAPORE (1983) PTE LTD,0.5344025190880937,Mayflower Market & Food Centre,0.4683631571636428,7.650548651115152
505 ANG MO KIO AVE 8,560505,1.37485973,103.8502249,505 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560505,"(1.37485973, 103.8502249)",Ang Mo Kio,0.5422401959524564,Jubilee   Square    Singapore ,0.42658042147604763,COLD STORAGE SINGAPORE (1983) PTE LTD,0.47609563328880666,Blk 724 Ang Mo Kio Ave 6,0.5072668238116009,7.534162899660642
503 ANG MO KIO AVE 5,560503,1.375461631,103.848942,503 ANG MO KIO AVENUE 5 CHENG SAN CREST SINGAPORE 560503,"(1.375461631, 103.848942)",Ang Mo Kio,0.6087768988830944,Jubilee   Square    Singapore ,0.41033933422858065,NTUC Fairprice Co-operative Ltd,0.49574023016783075,Blk 724 Ang Mo Kio Ave 6,0.45196538835999617,7.560813013568327
610 ANG MO KIO AVE 4,560610,1.37939471,103.8391572,610 ANG MO KIO AVENUE 4 YIO CHU KANG GREEN SINGAPORE 560610,"(1.37939471, 103.8391572)",Yio Chu Kang,0.6930177179476028,Broadway   Plaza    Singapore ,1.1233713088458386,COLD STORAGE SINGAPORE (1983) PTE LTD,0.5870839422153942,Blk 628 Ang Mo Kio Ave 4,0.24820578519456787,7.792864874954362
607 ANG MO KIO AVE 4,560607,1.380467587,103.8388167,607 ANG MO KIO AVENUE 4 YIO CHU KANG GREEN SINGAPORE 560607,"(1.380467587, 103.8388167)",Yio Chu Kang,0.6939545782852106,Broadway   Plaza    Singapore ,1.2380891523709079,COLD STORAGE SINGAPORE (1983) PTE LTD,0.7099871271585944,Blk 628 Ang Mo Kio Ave 4,0.2164584878180777,7.907515874747076
524 ANG MO KIO AVE 5,560524,1.373374475,103.8530401,524 ANG MO KIO AVENUE 5 HUI MING CHILD DEVELOPMENT CENTRE SINGAPORE 560524,"(1.373374475, 103.8530401)",Ang Mo Kio,0.5347679757225979,Jubilee   Square    Singapore ,0.6163031574781261,COLD STORAGE SINGAPORE (1983) PTE LTD,0.1245297422572344,Blk 527 Ang Mo Kio Ave 10,0.16432898926152134,7.469648678441547
513 ANG MO KIO AVE 8,560513,1.372736969,103.8501949,513 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560513,"(1.372736969, 103.8501949)",Ang Mo Kio,0.3090121582146567,Jubilee   Square    Singapore ,0.292494830930876,NTUC Fairprice Co-operative Ltd,0.376127653804517,Blk 724 Ang Mo Kio Ave 6,0.41297240757244363,7.306599138898826
643 ANG MO KIO AVE 5,560643,1.377488453,103.8406763,643 ANG MO KIO AVENUE 5 ANG MO KIO FAMILY SERVICE CENTRE SINGAPORE 560643,"(1.377488453, 103.8406763)",Yio Chu Kang,0.6700632582401591,Broadway   Plaza    Singapore ,0.853178161185186,COLD STORAGE SINGAPORE (1983) PTE LTD,0.3886443313917638,Mayflower Market & Food Centre,0.36181666700380033,7.602861389640267
542 ANG MO KIO AVE 10,560542,1.374738413,103.8558768,542 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560542,"(1.374738413, 103.8558768)",Ang Mo Kio,0.8737314423356217,Jubilee   Square    Singapore ,0.9618791696659109,COLD STORAGE SINGAPORE (1983) PTE LTD,0.32077016350512416,Blk 527 Ang Mo Kio Ave 10,0.25266550458047893,7.718242844633252
548 ANG MO KIO AVE 10,560548,1.372913763,103.8570461,548 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560548,"(1.372913763, 103.8570461)",Ang Mo Kio,0.8891181370299781,AMKHub    Singapore ,1.0371245011714632,COLD STORAGE SINGAPORE (1983) PTE LTD,0.3520284954834071,Blk 527 Ang Mo Kio Ave 10,0.28757337230957614,7.576199260259739
550 ANG MO KIO AVE 10,560550,1.373607695,103.8582049,550 ANG MO KIO AVENUE 10 SINGAPORE 560550,"(1.373607695, 103.8582049)",Ang Mo Kio,1.03742156978868,Jubilee   Square    Singapore ,1.184723396463999,COLD STORAGE SINGAPORE (1983) PTE LTD,0.49136495487620374,Blk 527 Ang Mo Kio Ave 10,0.4224862596439778,7.696476871240283
639 ANG MO KIO AVE 6,560639,1.379917052,103.8424584,639 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560639,"(1.379917052, 103.8424584)",Yio Chu Kang,0.3424670846660982,Broadway   Plaza    Singapore ,0.9696357418953936,COLD STORAGE SINGAPORE (1983) PTE LTD,0.7130730615176926,Blk 628 Ang Mo Kio Ave 4,0.23270818807738683,7.8985480881966765
637 ANG MO KIO AVE 6,560637,1.380361872,103.8423346,637 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560637,"(1.380361872, 103.8423346)",Yio Chu Kang,0.32731213626651007,Broadway   Plaza    Singapore ,1.0204754726192493,COLD STORAGE SINGAPORE (1983) PTE LTD,0.7524172839131833,Blk 628 Ang Mo Kio Ave 4,0.19791005566911615,7.945340013731933
