,address,postal_code,latitude,longitude,full_address,coordinates,nearest_MRT,MRT_distance,nearest_Mall,Mall_distance,nearest_Market,Market_distance,nearest_Hawker,Hawker_distance,CBD_distance
5106,363 HOUGANG AVE 5,530363,1.369900384,103.8963935,363 HOUGANG AVENUE 5 SINGAPORE 530363,"(1.3699003840000001, 103.8963935)",Hougang,0.460645834,The   Midtown    Singapore ,0.15466037,NTUC Fairprice Co-operative Ltd,0.312075048,Kovan Market & Food Centre,1.661912708,10.76937229
5107,566 HOUGANG ST 51,530566,1.381272409,103.8884351,566 HOUGANG STREET 51 SINGAPORE 530566,"(1.3812724090000001, 103.8884351)",Buangkok,0.578495329,Hougang   Green   Shopping   Mall    Singapore ,0.226955203,COLD STORAGE SINGAPORE (1983) PTE LTD,0.226955203,Kovan Market & Food Centre,2.479834485,11.56301887
5108,928 YISHUN CTRL 1,760928,1.427208078,103.8373771,928 YISHUN CENTRAL 1 SINGAPORE 760928,"(1.427208078, 103.8373771)",Yishun,0.376775034,Northpoint   City    Singapore ,0.154093724,SHENG SIONG SUPERMARKET PTE LTD,0.043325748,Chong Pang City Wet Market & Food Centre,1.123430786,16.00034792
5109,234 ANG MO KIO AVE 3,560234,1.367182877,103.83664,234 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560234,"(1.3671828769999999, 103.83664)",Ang Mo Kio,1.473629465,Broadway   Plaza    Singapore ,1.164455372,SHENG SIONG SUPERMARKET PTE LTD,0.042245903,Blk 226D Ang Mo Kio Ave 1,0.281270277,9.395963732
5110,130 CHOA CHU KANG AVE 1,680130,1.381290912,103.7502966,130 CHOA CHU KANG AVENUE 1 SINGAPORE 680130,"(1.3812909119999999, 103.75029659999998)",Keat Hong,0.328970909,Teck   Whye   Shopping   Centre    Singapore ,0.277832132,PRIME SUPERMARKET (1996) PTE LTD,0.192503079,Blk 254 Jurong East Street 24,4.422336057,15.61514177
5111,134 TECK WHYE LANE,680134,1.380266095,103.7509568,134 TECK WHYE LANE SINGAPORE 680134,"(1.380266095, 103.7509568)",Keat Hong,0.280553622,Teck   Whye   Shopping   Centre    Singapore ,0.169360984,PRIME SUPERMARKET (1996) PTE LTD,0.125291965,Blk 254 Jurong East Street 24,4.338340652,15.4833085
5112,537 SERANGOON NTH AVE 4,550537,1.373860578,103.8730179,537 SERANGOON NORTH AVENUE 4 SINGAPORE 550537,"(1.3738605780000002, 103.8730179)",Kovan,2.031676507,Hougang 1    Singapore ,0.736439449,PRIME SUPERMARKET (1996) PTE LTD,0.179041779,Chomp Chomp Food Centre,1.289218315,10.26951093
5113,344 WOODLANDS ST 32,730344,1.432072667,103.7804551,344 WOODLANDS STREET 32 SINGAPORE 730344,"(1.432072667, 103.7804551)",Marsiling,0.703134775,Marsiling   Mall    Singapore ,0.178413659,NTUC Fairprice Co-operative Ltd,0.319679657,Marsiling Lane Food Centre,1.33747409,18.26446272
5114,301 WOODLANDS ST 31,730301,1.43150527,103.7735157,301 WOODLANDS STREET 31 SINGAPORE 730301,"(1.43150527, 103.7735157)",Marsiling,0.138659031,Marsiling   Mall    Singapore ,0.72773506,SHENG SIONG SUPERMARKET PTE LTD,0,Marsiling Lane Food Centre,1.399530181,18.55574708
5115,822 YISHUN ST 81,760822,1.413824605,103.8340002,822 YISHUN STREET 81 SINGAPORE 760822,"(1.413824605, 103.83400019999999)",Khatib,0.415433167,Wisteria   Mall    Singapore ,0.928727477,SHENG SIONG SUPERMARKET PTE LTD,0.268559941,Chong Pang City Wet Market & Food Centre,2.085631477,14.56589497
5116,932 YISHUN CTRL 1,760932,1.426362176,103.8371504,932 YISHUN CENTRAL 1 SINGAPORE 760932,"(1.426362176, 103.83715040000001)",Yishun,0.435643797,Northpoint   City    Singapore ,0.202587489,SHENG SIONG SUPERMARKET PTE LTD,0.127161394,Chong Pang City Wet Market & Food Centre,1.146686631,15.90927784
5117,225 CHOA CHU KANG CTRL,680225,1.381090653,103.7448896,225 CHOA CHU KANG CENTRAL SINGAPORE 680225,"(1.3810906530000002, 103.7448896)",South View,0.098441012,Keat   Hong   Shopping   Centre    Singapore ,0.409859467,ANG KEN CHUA,0.378079557,Blk 347 Jurong East Ave 1,4.244571804,16.03907038
5118,417 CHOA CHU KANG AVE 4,680417,1.382964984,103.7415781,417 CHOA CHU KANG AVENUE 4 SINGAPORE 680417,"(1.382964984, 103.7415781)",Choa Chu Kang,0.408618919,Lot   One    Singapore ,0.469454075,ANG KEN CHUA,0.259942429,Blk 347 Jurong East Ave 1,4.331781872,16.45187966
5119,463 HOUGANG AVE 10,530463,1.372356451,103.8949681,463 HOUGANG AVENUE 10 SINGAPORE 530463,"(1.372356451, 103.8949681)",Hougang,0.290593194,Hougang   Mall    Singapore ,0.1319262,NTUC Fairprice Co-operative Ltd,0.107589697,Kovan Market & Food Centre,1.775901282,10.9415439
5120,105 JURONG EAST ST 13,600105,1.337387468,103.7385276,105 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600105,"(1.337387468, 103.7385276)",Jurong East,0.626650882,JCube    Singapore ,0.494834679,ONE EIGHT SHOP PTE. LTD.,0.134441484,Blk 254 Jurong East Street 24,0.685629186,13.90119294
5121,542 SERANGOON NTH AVE 4,550542,1.374091168,103.8718897,542 SERANGOON NORTH AVENUE 4 SINGAPORE 550542,"(1.374091168, 103.8718897)",Fernvale,2.053236967,Hougang 1    Singapore ,0.852592925,PRIME SUPERMARKET (1996) PTE LTD,0.069366521,Chomp Chomp Food Centre,1.246442989,10.26618673
5122,319 WOODLANDS ST 31,730319,1.431508881,103.7774003,319 WOODLANDS STREET 31 SINGAPORE 730319,"(1.4315088809999998, 103.7774003)",Marsiling,0.38039456,Marsiling   Mall    Singapore ,0.343045734,NTUC Fairprice Co-operative Ltd,0.386441851,Marsiling Lane Food Centre,1.344857235,18.35804512
5123,931 YISHUN CTRL 1,760931,1.426609633,103.8373364,931 YISHUN CENTRAL 1 SINGAPORE 760931,"(1.4266096330000002, 103.83733640000001)",Yishun,0.424777035,Northpoint   City    Singapore ,0.193052927,SHENG SIONG SUPERMARKET PTE LTD,0.102341378,Chong Pang City Wet Market & Food Centre,1.150633512,15.93458116
5124,462 HOUGANG AVE 10,530462,1.372225574,103.8946404,462 HOUGANG AVENUE 10 SINGAPORE 530462,"(1.372225574, 103.89464040000001)",Hougang,0.25136707,Hougang   Mall    Singapore ,0.098976837,NTUC Fairprice Co-operative Ltd,0.072035142,Kovan Market & Food Centre,1.743652487,10.91246331
5125,737 JURONG WEST ST 75,640737,1.346746007,103.7011599,737 JURONG WEST STREET 75 SINGAPORE 640737,"(1.346746007, 103.70115990000001)",Boon Lay,1.041374202,Gek   Poh   Shopping   Centre    Singapore ,0.440233658,SHENG SIONG SUPERMARKET PTE LTD,0.338056652,Boon Lay Place Market and Food Village,1.348016005,18.12100831
5126,544 PASIR RIS ST 51,510544,1.368981057,103.9521937,544 PASIR RIS STREET 51 SINGAPORE 510544,"(1.3689810569999998, 103.95219370000001)",Pasir Ris,0.569264099,White   Sands    Singapore ,0.458205859,NTUC Fairprice Co-operative Ltd,0.474916089,Blk 137 Tampines Street 11,2.714176024,14.63822935
5127,548 PASIR RIS ST 51,510548,1.368430458,103.9536196,548 PASIR RIS STREET 51 SINGAPORE 510548,"(1.3684304580000002, 103.9536196)",Pasir Ris,0.715053154,White   Sands    Singapore ,0.608712552,COLD STORAGE SINGAPORE (1983) PTE LTD,0.562480908,Blk 137 Tampines Street 11,2.710684743,14.72055052
5128,430 CHOA CHU KANG AVE 4,680430,1.383918028,103.7410904,430 CHOA CHU KANG AVENUE 4 SINGAPORE 680430,"(1.383918028, 103.7410904)",Choa Chu Kang,0.395412847,Lot   One    Singapore ,0.47861529,ANG KEN CHUA,0.368941487,Blk 347 Jurong East Ave 1,4.421014107,16.56311118
5129,353 CHOA CHU KANG CTRL,680353,1.382137067,103.7433975,353 CHOA CHU KANG CENTRAL PCF SPARKLETOTS PRESCHOOL @ KEAT HONG 353 (CC) SINGAPORE 680353,"(1.382137067, 103.7433975)",South View,0.292991132,Lot   One    Singapore ,0.385037293,ANG KEN CHUA,0.267790948,Blk 347 Jurong East Ave 1,4.300282274,16.24008105
5130,354 CHOA CHU KANG CTRL,680354,1.382645438,103.7435611,354 CHOA CHU KANG CENTRAL SINGAPORE 680354,"(1.3826454380000002, 103.7435611)",Choa Chu Kang,0.319404795,Lot   One    Singapore ,0.32781808,NTUC Fairprice Co-operative Ltd,0.310543075,Blk 347 Jurong East Ave 1,4.359664015,16.26467518
5131,259 JURONG EAST ST 24,600259,1.344174546,103.7398756,259 JURONG EAST STREET 24 SINGAPORE 600259,"(1.3441745459999999, 103.73987559999999)",Chinese Garden,0.833517519,Westgate    Singapore ,1.159277629,NTUC Fairprice Co-operative Ltd,0.465437233,Blk 254 Jurong East Street 24,0.236667831,14.10759951
5132,517 PASIR RIS ST 52,510517,1.374681004,103.9438503,517 PASIR RIS STREET 52 PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST BLK 517 (KN) SINGAPORE 510517,"(1.3746810040000002, 103.94385030000001)",Pasir Ris,0.631429742,Elias   Mall    Singapore ,0.479409256,GOLDEN BAMBOO BROS SUPERMART PTE LTD,0.483155146,Blk 137 Tampines Street 11,3.214018742,14.37962336
5133,541 PASIR RIS ST 51,510541,1.369255763,103.9511373,541 PASIR RIS STREET 51 SINGAPORE 510541,"(1.3692557630000002, 103.9511373)",Pasir Ris,0.4852495,White   Sands    Singapore ,0.371473741,SHENG SIONG SUPERMARKET PTE LTD,0.360570547,Blk 137 Tampines Street 11,2.709333772,14.56857712
5134,543 PASIR RIS ST 51,510543,1.369054029,103.9514965,543 PASIR RIS STREET 51 SINGAPORE 510543,"(1.369054029, 103.95149649999999)",Pasir Ris,0.522818698,White   Sands    Singapore ,0.409479805,SHENG SIONG SUPERMARKET PTE LTD,0.403480433,Blk 137 Tampines Street 11,2.698821934,14.58437238
5135,536 PASIR RIS DR 1,510536,1.370632136,103.9498255,536 PASIR RIS DRIVE 1 SINGAPORE 510536,"(1.370632136, 103.9498255)",Pasir Ris,0.294244308,White   Sands    Singapore ,0.184362643,NTUC Fairprice Co-operative Ltd,0.20987181,Blk 137 Tampines Street 11,2.823416906,14.55892575
5136,24 TIONG BAHRU RD,164024,1.285726545,103.8312705,24 TIONG BAHRU ROAD SINGAPORE 164024,"(1.285726545, 103.8312705)",Tiong Bahru,0.488396714,Tiong   Bahru   Plaza    Singapore ,0.418948746,NTUC Fairprice Co-operative Ltd,0.241928919,Tiong Bahru Market,0.172517838,2.269004874
5137,438 CHOA CHU KANG AVE 4,680438,1.38427313,103.7398647,438 CHOA CHU KANG AVENUE 4 SINGAPORE 680438,"(1.38427313, 103.7398647)",Choa Chu Kang,0.510904032,Lot   One    Singapore ,0.603944279,ANG KEN CHUA,0.445138979,Blk 347 Jurong East Ave 1,4.429039415,16.69077609
5138,441 CHOA CHU KANG AVE 4,680441,1.382922404,103.7398072,441 CHOA CHU KANG AVENUE 4 SINGAPORE 680441,"(1.382922404, 103.7398072)",Choa Chu Kang,0.572848135,Sunshine   Place    Singapore ,0.565657652,ANG KEN CHUA,0.318349496,Blk 347 Jurong East Ave 1,4.28087216,16.59562698
5139,431 CHOA CHU KANG AVE 4,680431,1.384037755,103.7417731,431 CHOA CHU KANG AVENUE 4 SINGAPORE 680431,"(1.384037755, 103.74177309999999)",Choa Chu Kang,0.321599567,Lot   One    Singapore ,0.401999474,NTUC Fairprice Co-operative Ltd,0.371323285,Blk 347 Jurong East Ave 1,4.452647629,16.51585743
5140,352 CHOA CHU KANG CTRL,680352,1.382844724,103.7431573,352 CHOA CHU KANG CENTRAL SINGAPORE 680352,"(1.3828447240000001, 103.7431573)",Choa Chu Kang,0.313688518,Lot   One    Singapore ,0.338771858,ANG KEN CHUA,0.306398115,Blk 347 Jurong East Ave 1,4.367331559,16.31277172
5141,355 CHOA CHU KANG CTRL,680355,1.383124223,103.7437748,355 CHOA CHU KANG CENTRAL SINGAPORE 680355,"(1.383124223, 103.7437748)",Choa Chu Kang,0.261947688,Lot   One    Singapore ,0.270734027,NTUC Fairprice Co-operative Ltd,0.252609114,Blk 347 Jurong East Ave 1,4.41761922,16.28312208
5142,132 CHOA CHU KANG AVE 1,680132,1.381061992,103.750796,132 CHOA CHU KANG AVENUE 1 SINGAPORE 680132,"(1.3810619919999998, 103.750796)",Keat Hong,0.334706743,Teck   Whye   Shopping   Centre    Singapore ,0.217082454,PRIME SUPERMARKET (1996) PTE LTD,0.13226239,Blk 254 Jurong East Street 24,4.415943634,15.55748239
5143,433 CHOA CHU KANG AVE 4,680433,1.384898277,103.7416515,433 CHOA CHU KANG AVENUE 4 SHEFFIELD KIDSWORLD (CCK) PTE. LTD. SINGAPORE 680433,"(1.3848982769999998, 103.7416515)",Choa Chu Kang,0.301756595,Lot   One    Singapore ,0.399241175,NTUC Fairprice Co-operative Ltd,0.367201672,Blk 347 Jurong East Ave 1,4.541897355,16.5903976
5144,314 HOUGANG AVE 5,530314,1.364764652,103.8942188,314 HOUGANG AVENUE 5 SINGAPORE 530314,"(1.3647646519999999, 103.89421879999999)",Hougang,0.761891657,The   Midtown    Singapore ,0.643449158,TAN CHUAN BOON,0.190896157,Kovan Market & Food Centre,1.104196608,10.15135336
5145,460 HOUGANG AVE 10,530460,1.373261148,103.8946317,460 HOUGANG AVENUE 10 SINGAPORE 530460,"(1.373261148, 103.8946317)",Hougang,0.31141749,Hougang   Mall    Singapore ,0.127590304,NTUC Fairprice Co-operative Ltd,0.15090176,Kovan Market & Food Centre,1.840634292,11.01565635
5146,556 PASIR RIS ST 51,510556,1.367565854,103.9519029,556 PASIR RIS STREET 51 SINGAPORE 510556,"(1.367565854, 103.95190290000001)",Pasir Ris,0.69153345,White   Sands    Singapore ,0.577753505,SHENG SIONG SUPERMARKET PTE LTD,0.501383065,Blk 137 Tampines Street 11,2.55463714,14.51231788
5147,559 PASIR RIS ST 51,510559,1.366460971,103.9516987,559 PASIR RIS STREET 51 SINGAPORE 510559,"(1.366460971, 103.95169870000001)",Pasir Ris,0.797355357,White   Sands    Singapore ,0.683718885,SHENG SIONG SUPERMARKET PTE LTD,0.552123266,Blk 137 Tampines Street 11,2.431007098,14.41645483
5148,456 PASIR RIS DR 4,510456,1.371949148,103.9588404,456 PASIR RIS DRIVE 4 SINGAPORE 510456,"(1.3719491480000001, 103.95884040000001)",Pasir Ris,1.065384053,Downtown   East    Singapore ,0.820195112,COLD STORAGE SINGAPORE (1983) PTE LTD,0.328851064,Blk 137 Tampines Street 11,3.31259733,15.41726234
5149,538 PASIR RIS ST 51,510538,1.369589558,103.9502894,538 PASIR RIS STREET 51 SINGAPORE 510538,"(1.3695895580000002, 103.9502894)",Pasir Ris,0.418677421,White   Sands    Singapore ,0.306299975,SHENG SIONG SUPERMARKET PTE LTD,0.263343155,Blk 137 Tampines Street 11,2.721626507,14.5214164
5150,164 BT MERAH CTRL,150164,1.283406756,103.8167569,164 BUKIT MERAH CENTRAL SINGAPORE 150164,"(1.283406756, 103.8167569)",Redhill,0.696894733,Tiong   Bahru   Plaza    Singapore ,1.243225717,NTUC Fairprice Co-operative Ltd,0.10752785,Blk 163 Bukit Merah Central,0.039220149,3.87508048
5151,239 CHOA CHU KANG CTRL,680239,1.379448772,103.7475484,239 CHOA CHU KANG CENTRAL SINGAPORE 680239,"(1.379448772, 103.7475484)",Keat Hong,0.192313233,Keat   Hong   Shopping   Centre    Singapore ,0.416786171,PRIME SUPERMARKET (1996) PTE LTD,0.416786707,Blk 254 Jurong East Street 24,4.138387665,15.69771928
5152,305 CHOA CHU KANG AVE 4,680305,1.384327856,103.7429171,305 CHOA CHU KANG AVENUE 4 SINGAPORE 680305,"(1.3843278559999999, 103.7429171)",Choa Chu Kang,0.197101327,Lot   One    Singapore ,0.270966479,NTUC Fairprice Co-operative Ltd,0.240558117,Blk 347 Jurong East Ave 1,4.517664499,16.44392623
5153,419 CHOA CHU KANG AVE 4,680419,1.381925769,103.7415605,419 CHOA CHU KANG AVENUE 4 SINGAPORE 680419,"(1.381925769, 103.74156049999999)",South View,0.451918265,Sunshine   Place    Singapore ,0.529807121,ANG KEN CHUA,0.144376727,Blk 347 Jurong East Ave 1,4.219684091,16.37628984
5154,420 CHOA CHU KANG AVE 4,680420,1.381471275,103.7413759,420 CHOA CHU KANG AVENUE 4 SINGAPORE 680420,"(1.381471275, 103.74137590000001)",South View,0.453782637,Sunshine   Place    Singapore ,0.476217774,ANG KEN CHUA,0.095129619,Blk 347 Jurong East Ave 1,4.165534328,16.3581046
5155,436 CHOA CHU KANG AVE 4,680436,1.38457388,103.7403688,436 CHOA CHU KANG AVENUE 4 SINGAPORE 680436,"(1.38457388, 103.7403688)",Choa Chu Kang,0.448684715,Lot   One    Singapore ,0.54417559,ANG KEN CHUA,0.457048081,Blk 347 Jurong East Ave 1,4.473658828,16.67152138
5156,351 CHOA CHU KANG CTRL,680351,1.383504884,103.7430794,351 CHOA CHU KANG CENTRAL SINGAPORE 680351,"(1.3835048840000002, 103.74307940000001)",Choa Chu Kang,0.253184983,Lot   One    Singapore ,0.296498417,NTUC Fairprice Co-operative Ltd,0.271075973,Blk 347 Jurong East Ave 1,4.435027301,16.36869182
5157,561 HOUGANG ST 51,530561,1.380380018,103.8891877,561 HOUGANG STREET 51 SINGAPORE 530561,"(1.380380018, 103.8891877)",Buangkok,0.545954766,Hougang   Green   Shopping   Mall    Singapore ,0.190153306,COLD STORAGE SINGAPORE (1983) PTE LTD,0.190153306,Kovan Market & Food Centre,2.391904222,11.5003948
5158,551 PASIR RIS ST 51,510551,1.367369816,103.9531182,551 PASIR RIS STREET 51 SINGAPORE 510551,"(1.3673698159999998, 103.9531182)",Pasir Ris,0.775442302,White   Sands    Singapore ,0.663748925,SHENG SIONG SUPERMARKET PTE LTD,0.632413928,Blk 137 Tampines Street 11,2.580503298,14.60251923
5159,214 PASIR RIS ST 21,510214,1.367715076,103.9613002,214 PASIR RIS STREET 21 YWCA PASIR RIS CHILD DEVELOPMENT CENTRE SINGAPORE 510214,"(1.3677150759999999, 103.9613002)",Tampines East,1.424148688,Loyang   Point    Singapore ,0.392564487,COLD STORAGE SINGAPORE (1983) PTE LTD,0.327567127,Blk 137 Tampines Street 11,3.065417537,15.33953025
5160,465 PASIR RIS ST 41,510465,1.373409338,103.9585599,465 PASIR RIS STREET 41 SINGAPORE 510465,"(1.373409338, 103.95855990000001)",Pasir Ris,1.024765033,Downtown   East    Singapore ,0.690115126,RAW MARKET PTE. LTD.,0.350615775,Blk 137 Tampines Street 11,3.44188123,15.49680194
5161,464 PASIR RIS ST 41,510464,1.372677077,103.9583592,464 PASIR RIS STREET 41 SINGAPORE 510464,"(1.3726770769999999, 103.9583592)",Pasir Ris,1.004180578,Downtown   East    Singapore ,0.72549829,COLD STORAGE SINGAPORE (1983) PTE LTD,0.410348319,Blk 137 Tampines Street 11,3.359192997,15.42753568
5162,545 PASIR RIS ST 51,510545,1.36903491,103.9524362,545 PASIR RIS STREET 51 SINGAPORE 510545,"(1.36903491, 103.95243620000001)",Pasir Ris,0.579866775,White   Sands    Singapore ,0.470163823,NTUC Fairprice Co-operative Ltd,0.48573232,Blk 137 Tampines Street 11,2.728366037,14.6626912
5163,542 PASIR RIS ST 51,510542,1.369267722,103.9513777,542 PASIR RIS STREET 51 SINGAPORE 510542,"(1.3692677219999998, 103.9513777)",Pasir Ris,0.49564818,White   Sands    Singapore ,0.382295929,SHENG SIONG SUPERMARKET PTE LTD,0.386911722,Blk 137 Tampines Street 11,2.71791336,14.58974689
5164,804 CHAI CHEE RD,460804,1.324225073,103.9220219,804 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 460804,"(1.324225073, 103.9220219)",Bedok,0.909902743,Bedok   Mall    Singapore ,0.807775254,PRIME SUPERMARKET LIMITED?,0.258585064,Blk 538 Bedok North Street 3,0.908068166,9.014247287
5165,245 BT PANJANG RING RD,670245,1.380532248,103.7721414,245 BUKIT PANJANG RING ROAD SINGAPORE 670245,"(1.3805322480000002, 103.77214140000001)",Bangkit,0.055807647,Fajar   Shopping   Centre    Singapore ,0.373457982,COLD STORAGE SINGAPORE (1983) PTE LTD,0.187294283,Bukit Timah Market,4.571490487,13.90010387
5166,306 CHOA CHU KANG AVE 4,680306,1.384956725,103.742878,306 CHOA CHU KANG AVENUE 4 SINGAPORE 680306,"(1.384956725, 103.742878)",Choa Chu Kang,0.167845233,Lot   One    Singapore ,0.262745439,NTUC Fairprice Co-operative Ltd,0.230707581,Blk 347 Jurong East Ave 1,4.583664099,16.49462134
5167,429 CHOA CHU KANG AVE 4,680429,1.382743255,103.7401356,429 CHOA CHU KANG AVENUE 4 SINGAPORE 680429,"(1.382743255, 103.74013559999999)",Choa Chu Kang,0.551671735,Sunshine   Place    Singapore ,0.553047696,ANG KEN CHUA,0.281085685,Blk 347 Jurong East Ave 1,4.269397596,16.55508914
5168,276 CHOA CHU KANG AVE 2,680276,1.379568639,103.7443272,276 CHOA CHU KANG AVENUE 2 LITTLE DOLPHINS PLAYSKOOL SINGAPORE 680276,"(1.3795686390000002, 103.7443272)",South View,0.133997753,Keat   Hong   Shopping   Centre    Singapore ,0.236816604,PRIME SUPERMARKET (1996) PTE LTD,0.236817604,Blk 347 Jurong East Ave 1,4.064153768,15.97229745
5169,437 CHOA CHU KANG AVE 4,680437,1.384109801,103.7406455,437 CHOA CHU KANG AVENUE 4 SINGAPORE 680437,"(1.384109801, 103.7406455)",Choa Chu Kang,0.433139755,Lot   One    Singapore ,0.521655915,ANG KEN CHUA,0.399181073,Blk 347 Jurong East Ave 1,4.430211132,16.61410674
5170,537 PASIR RIS ST 51,510537,1.369749509,103.9497938,537 PASIR RIS STREET 51 SINGAPORE 510537,"(1.369749509, 103.9497938)",Pasir Ris,0.390685489,White   Sands    Singapore ,0.282303551,SHENG SIONG SUPERMARKET PTE LTD,0.208149882,Blk 137 Tampines Street 11,2.726706905,14.49153607
5171,533 PASIR RIS DR 1,510533,1.37083216,103.9508827,533 PASIR RIS DRIVE 1 SINGAPORE 510533,"(1.37083216, 103.95088270000001)",Pasir Ris,0.317211175,White   Sands    Singapore ,0.206156323,NTUC Fairprice Co-operative Ltd,0.222839299,Blk 137 Tampines Street 11,2.871534484,14.66190059
5172,44 LOR 5 TOA PAYOH,310044,1.33656759,103.8538941,44 LORONG 5 TOA PAYOH WESLEY VINEYARD CHILDCARE LTD. SINGAPORE 310044,"(1.33656759, 103.8538941)",Toa Payoh,0.854189504,HDB   Hub   Singapore ,0.895802067,SHENG SIONG SUPERMARKET PTE LTD,0.330750507,Blk 75 Toa Payoh Lorong 5,0.119053313,5.848672426
5173,49 LOR 5 TOA PAYOH,310049,1.33737121,103.8531134,49 LORONG 5 TOA PAYOH EAST PAYOH PALM SINGAPORE 310049,"(1.33737121, 103.85311340000001)",Braddell,0.756371668,HDB   Hub   Singapore ,0.881335293,SHENG SIONG SUPERMARKET PTE LTD,0.327816403,Blk 75 Toa Payoh Lorong 5,0.154263186,5.934869749
5174,532 PASIR RIS DR 1,510532,1.371277214,103.9507466,532 PASIR RIS DRIVE 1 SINGAPORE 510532,"(1.371277214, 103.95074659999999)",Pasir Ris,0.267746452,White   Sands    Singapore ,0.159047285,NTUC Fairprice Co-operative Ltd,0.173573541,Blk 137 Tampines Street 11,2.915967192,14.68317015
5175,534 PASIR RIS DR 1,510534,1.370392935,103.9508548,534 PASIR RIS DRIVE 1 SINGAPORE 510534,"(1.370392935, 103.9508548)",Pasir Ris,0.357831912,White   Sands    Singapore ,0.244768467,NTUC Fairprice Co-operative Ltd,0.263879278,Blk 137 Tampines Street 11,2.823425018,14.62745269
5176,235 TAMPINES ST 21,521235,1.355490809,103.9482593,235 TAMPINES STREET 21 SINGAPORE 521235,"(1.355490809, 103.9482593)",Tampines,0.560205705,Tampines   Mall    Singapore ,0.532373241,SHENG SIONG SUPERMARKET PTE LTD,0.264892474,Blk 137 Tampines Street 11,1.153675056,13.36397938
5177,50 LOR 5 TOA PAYOH,310050,1.337176514,103.8525431,50 LORONG 5 TOA PAYOH HDB PUBLIC SHELTERS SINGAPORE 310050,"(1.337176514, 103.85254309999999)",Braddell,0.71211169,HDB   Hub   Singapore ,0.819915464,SHENG SIONG SUPERMARKET PTE LTD,0.392718413,Blk 75 Toa Payoh Lorong 5,0.141182319,5.911776573
5178,412 YISHUN RING RD,760412,1.425531445,103.8469619,412 YISHUN RING ROAD SINGAPORE 760412,"(1.425531445, 103.84696190000001)",Yishun,1.402304978,Wisteria   Mall    Singapore ,1.051918331,COLD STORAGE SINGAPORE (1983) PTE LTD,0.077232041,Chong Pang City Wet Market & Food Centre,2.182286308,15.7439793
5179,644 BEDOK RESERVOIR RD,410644,1.330695328,103.9056216,644 BEDOK RESERVOIR ROAD EUNOS TENAGA VILLE SINGAPORE 410644,"(1.330695328, 103.90562159999999)",Kaki Bukit,0.618966937,Paya   Lebar   Square    Singapore ,1.961314944,COLD STORAGE SINGAPORE (1983) PTE LTD,0.420492749,Blk 630 Bedok Reservoir Road,0.976607496,7.936603292
5180,247 BISHAN ST 22,570247,1.361082639,103.843139,247 BISHAN STREET 22 SINGAPORE 570247,"(1.3610826390000001, 103.84313900000001)",Ang Mo Kio,1.225830831,AMKHub    Singapore ,1.084536541,NTUC Fairprice Co-operative Ltd,0.435163427,Blk 341 Ang Mo Kio Ave 1,0.628089635,8.620691895
5181,320 BT BATOK ST 33,650320,1.361206731,103.7469292,320 BUKIT BATOK STREET 33 SINGAPORE 650320,"(1.361206731, 103.7469292)",Bukit Gombak,0.598911188,West   Mall    Singapore ,1.261168732,COLD STORAGE SINGAPORE (1983) PTE LTD,0.435971203,Blk 254 Jurong East Street 24,2.210855404,14.45968818
5182,308 CHOA CHU KANG AVE 4,680308,1.385577294,103.7427785,308 CHOA CHU KANG AVENUE 4 SINGAPORE 680308,"(1.385577294, 103.7427785)",Choa Chu Kang,0.171839339,Lot   One    Singapore ,0.279262526,NTUC Fairprice Co-operative Ltd,0.247977525,Blk 347 Jurong East Ave 1,4.647090573,16.54973556
5183,558 PASIR RIS ST 51,510558,1.366802583,103.951713,558 PASIR RIS STREET 51 SINGAPORE 510558,"(1.3668025830000001, 103.951713)",Pasir Ris,0.762127006,White   Sands    Singapore ,0.64837494,SHENG SIONG SUPERMARKET PTE LTD,0.529503688,Blk 137 Tampines Street 11,2.46746974,14.44186317
5184,566 PASIR RIS ST 51,510566,1.369117523,103.9497161,566 PASIR RIS STREET 51 SINGAPORE 510566,"(1.3691175230000001, 103.9497161)",Pasir Ris,0.45960717,White   Sands    Singapore ,0.352504299,SHENG SIONG SUPERMARKET PTE LTD,0.2091821,Blk 137 Tampines Street 11,2.656208577,14.43888138
5185,539 PASIR RIS ST 51,510539,1.36957399,103.9505304,539 PASIR RIS STREET 51 SINGAPORE 510539,"(1.36957399, 103.9505304)",Pasir Ris,0.427845152,White   Sands    Singapore ,0.314464232,SHENG SIONG SUPERMARKET PTE LTD,0.29018255,Blk 137 Tampines Street 11,2.72630914,14.54053269
5186,22 DOVER CRES,130022,1.307069743,103.7835844,22 DOVER CRESCENT DOVER VILLE SINGAPORE 130022,"(1.307069743, 103.78358440000001)",Buona Vista,0.718925611,The   Star   Vista    Singapore ,0.543041084,SHENG SIONG SUPERMARKET PTE LTD,0.297822558,Blk 20 Ghim Moh Road,0.671100017,7.98471414
