,address,postal_code,latitude,longitude,full_address,coordinates,nearest_MRT,MRT_distance,nearest_Mall,Mall_distance,nearest_Market,Market_distance,nearest_Hawker,Hawker_distance,CBD_distance
0,216 ANG MO KIO AVE 1,560216,1.366196788,103.841505,216 ANG MO KIO AVENUE 1 ANG MO KIO 22 SINGAPORE 560216,"(1.366196788, 103.841505)",Ang Mo Kio,0.994265916,Broadway   Plaza    Singapore ,0.808768639,NTUC Fairprice Co-operative Ltd,0.047045739,Blk 226H Ang Mo Kio Street 22,0.185346435,9.206560335
1,211 ANG MO KIO AVE 3,560211,1.369196966,103.8416666,211 ANG MO KIO AVENUE 3 SINGAPORE 560211,"(1.3691969659999998, 103.8416666)",Ang Mo Kio,0.885369624,Broadway   Plaza    Singapore ,0.567489488,SHENG SIONG SUPERMARKET PTE LTD,0.223284052,Blk 226H Ang Mo Kio Street 22,0.280174388,9.535660737
2,202 ANG MO KIO AVE 3,560202,1.36844644,103.8445163,202 ANG MO KIO AVENUE 3 ANG MO KIO VIEW SINGAPORE 560202,"(1.36844644, 103.8445163)",Ang Mo Kio,0.590479438,Broadway   Plaza    Singapore ,0.42053737,SHENG SIONG SUPERMARKET PTE LTD,0.229269064,Blk 724 Ang Mo Kio Ave 6,0.472803266,9.42098589
3,235 ANG MO KIO AVE 3,560235,1.366823607,103.8364912,235 ANG MO KIO AVENUE 3 PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 235 (KN) SINGAPORE 560235,"(1.366823607, 103.8364912)",Ang Mo Kio,1.498773006,Broadway   Plaza    Singapore ,1.197657506,SHENG SIONG SUPERMARKET PTE LTD,0.085318059,Blk 226D Ang Mo Kio Ave 1,0.294742631,9.359605005
4,232 ANG MO KIO AVE 3,560232,1.368346068,103.837196,232 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560232,"(1.3683460680000001, 103.83719599999999)",Ang Mo Kio,1.39012886,Broadway   Plaza    Singapore ,1.054283377,SHENG SIONG SUPERMARKET PTE LTD,0.102044731,Blk 226D Ang Mo Kio Ave 1,0.275678208,9.512681924
5,308 ANG MO KIO AVE 1,561308,1.365483428,103.8440847,308A ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 561308,"(1.365483428, 103.84408470000001)",Ang Mo Kio,0.793273303,AMKHub    Singapore ,0.642567481,NTUC Fairprice Co-operative Ltd,0.279099427,Blk 226H Ang Mo Kio Street 22,0.475502291,9.0969979
6,220 ANG MO KIO AVE 1,560220,1.365588336,103.8405189,220 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560220,"(1.3655883359999998, 103.8405189)",Ang Mo Kio,1.122385851,Broadway   Plaza    Singapore ,0.930575174,NTUC Fairprice Co-operative Ltd,0.174597014,Blk 226H Ang Mo Kio Street 22,0.181346165,9.153532143
7,219 ANG MO KIO AVE 1,560219,1.36598198,103.840654,219 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560219,"(1.36598198, 103.840654)",Ang Mo Kio,1.090147824,Broadway   Plaza    Singapore ,0.887751876,NTUC Fairprice Co-operative Ltd,0.139382133,Blk 226H Ang Mo Kio Street 22,0.144057099,9.194905151
8,320 ANG MO KIO AVE 1,560320,1.365592456,103.8483867,320 ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 560320,"(1.365592456, 103.8483867)",Ang Mo Kio,0.51064754,AMKHub    Singapore ,0.407360425,COLD STORAGE SINGAPORE (1983) PTE LTD,0.133368277,Blk 341 Ang Mo Kio Ave 1,0.197507328,9.077651934
9,223 ANG MO KIO AVE 1,560223,1.366048084,103.8381227,223 ANG MO KIO AVENUE 1 SINGAPORE 560223,"(1.366048084, 103.83812270000001)",Ang Mo Kio,1.349058188,Broadway   Plaza    Singapore ,1.09105895,SHENG SIONG SUPERMARKET PTE LTD,0.226865568,Blk 226D Ang Mo Kio Ave 1,0.141533827,9.243641576
10,230 ANG MO KIO AVE 3,560230,1.368854452,103.8378964,230 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560230,"(1.3688544519999999, 103.8378964)",Ang Mo Kio,1.306178365,Broadway   Plaza    Singapore ,0.961087528,SHENG SIONG SUPERMARKET PTE LTD,0.19383265,Blk 226D Ang Mo Kio Ave 1,0.26621628,9.555678824
11,329 ANG MO KIO AVE 3,560329,1.366599083,103.8468744,329 ANG MO KIO AVENUE 3 MY FIRST SKOOL SINGAPORE 560329,"(1.366599083, 103.8468744)",Ang Mo Kio,0.485915291,AMKHub    Singapore ,0.344169998,COLD STORAGE SINGAPORE (1983) PTE LTD,0.236905904,Blk 341 Ang Mo Kio Ave 1,0.333700955,9.197586463
12,313 ANG MO KIO AVE 3,560313,1.366649726,103.8501337,313 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560313,"(1.366649726, 103.8501337)",Ang Mo Kio,0.380184634,AMKHub    Singapore ,0.344058891,NTUC Fairprice Co-operative Ltd,0.327628293,Blk 341 Ang Mo Kio Ave 1,0.38732177,9.189606843
13,117 ANG MO KIO AVE 4,560117,1.373717083,103.8356105,117 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560117,"(1.373717083, 103.8356105)",Yio Chu Kang,1.368384067,Broadway   Plaza    Singapore ,1.168908079,COLD STORAGE SINGAPORE (1983) PTE LTD,0.454077672,Mayflower Market & Food Centre,0.413507713,10.13133058
14,110 ANG MO KIO AVE 4,560110,1.37045937,103.8374193,110 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560110,"(1.37045937, 103.8374193)",Ang Mo Kio,1.353574665,Broadway   Plaza    Singapore ,0.965025787,SHENG SIONG SUPERMARKET PTE LTD,0.332269975,Blk 226D Ang Mo Kio Ave 1,0.448737023,9.740342545
15,343 ANG MO KIO AVE 3,560343,1.368374751,103.8491511,343 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560343,"(1.368374751, 103.8491511)",Ang Mo Kio,0.189817994,AMKHub    Singapore ,0.124157595,NTUC Fairprice Co-operative Ltd,0.107006161,Blk 724 Ang Mo Kio Ave 6,0.516013287,9.383937137
16,345 ANG MO KIO AVE 3,560345,1.367487025,103.8496517,345 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560345,"(1.367487025, 103.8496517)",Ang Mo Kio,0.282299158,AMKHub    Singapore ,0.236814932,NTUC Fairprice Co-operative Ltd,0.220249264,Blk 341 Ang Mo Kio Ave 1,0.441600066,9.283797334
17,346 ANG MO KIO AVE 3,560346,1.367095869,103.8496623,346 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560346,"(1.3670958690000001, 103.8496623)",Ang Mo Kio,0.325809664,AMKHub    Singapore ,0.274568635,NTUC Fairprice Co-operative Ltd,0.259935626,Blk 341 Ang Mo Kio Ave 1,0.40260652,9.240287042
18,121 ANG MO KIO AVE 3,560121,1.369702265,103.8434376,121 ANG MO KIO AVENUE 3 PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 121 (KN) SINGAPORE 560121,"(1.369702265, 103.84343759999999)",Ang Mo Kio,0.68463994,Broadway   Plaza    Singapore ,0.375771502,SHENG SIONG SUPERMARKET PTE LTD,0.054146816,Blk 724 Ang Mo Kio Ave 6,0.440833272,9.570781391
19,129 ANG MO KIO AVE 3,560129,1.369894989,103.842059,129 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560129,"(1.369894989, 103.84205899999999)",Ang Mo Kio,0.837073304,Broadway   Plaza    Singapore ,0.490829077,SHENG SIONG SUPERMARKET PTE LTD,0.154037129,Blk 226H Ang Mo Kio Street 22,0.368639495,9.607840381
20,130 ANG MO KIO AVE 3,560130,1.370397917,103.8418788,130 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560130,"(1.3703979169999998, 103.84187879999999)",Ang Mo Kio,0.857982626,Broadway   Plaza    Singapore ,0.486299577,SHENG SIONG SUPERMARKET PTE LTD,0.172149508,Blk 226H Ang Mo Kio Street 22,0.405878631,9.665644356
21,128 ANG MO KIO AVE 3,560128,1.370832028,103.843547,128 ANG MO KIO AVENUE 3 SINGAPORE 560128,"(1.3708320280000001, 103.843547)",Ang Mo Kio,0.677506627,Broadway   Plaza    Singapore ,0.296408706,SHENG SIONG SUPERMARKET PTE LTD,0.073074948,Blk 724 Ang Mo Kio Ave 6,0.363623701,9.694713694
22,127 ANG MO KIO AVE 3,560127,1.371223221,103.8435933,127 ANG MO KIO AVENUE 3 SINGAPORE 560127,"(1.371223221, 103.8435933)",Ang Mo Kio,0.679579362,Broadway   Plaza    Singapore ,0.276253185,SHENG SIONG SUPERMARKET PTE LTD,0.116773025,Blk 724 Ang Mo Kio Ave 6,0.342828209,9.737554584
23,126 ANG MO KIO AVE 3,560126,1.3716499,103.8436442,126 ANG MO KIO AVENUE 3 SINGAPORE 560126,"(1.3716499, 103.8436442)",Ang Mo Kio,0.684990926,Broadway   Plaza    Singapore ,0.26091884,SHENG SIONG SUPERMARKET PTE LTD,0.164505133,Blk 724 Ang Mo Kio Ave 6,0.325352523,9.784287348
24,403 ANG MO KIO AVE 10,560403,1.361269015,103.8546424,403 ANG MO KIO AVENUE 10 SINGAPORE 560403,"(1.361269015, 103.85464240000002)",Ang Mo Kio,1.124114189,AMKHub    Singapore ,1.122616074,G8 MART PTE. LTD.,0.494040852,Blk 409 Ang Mo Kio Ave 10,0.185359124,8.596446852
25,404 ANG MO KIO AVE 10,560404,1.361677671,103.8547265,404 ANG MO KIO AVENUE 10 SINGAPORE 560404,"(1.361677671, 103.8547265)",Ang Mo Kio,1.089865415,AMKHub    Singapore ,1.092957855,G8 MART PTE. LTD.,0.456206695,Blk 409 Ang Mo Kio Ave 10,0.140854887,8.642222386
26,405 ANG MO KIO AVE 10,560405,1.361579127,103.8538054,405 ANG MO KIO AVENUE 10 SINGAPORE 560405,"(1.361579127, 103.8538054)",Ang Mo Kio,1.049655221,AMKHub    Singapore ,1.039742753,G8 MART PTE. LTD.,0.433251407,Blk 409 Ang Mo Kio Ave 10,0.218514201,8.627769831
27,417 ANG MO KIO AVE 10,560417,1.364959533,103.8551971,417 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560417,"(1.3649595330000002, 103.85519709999998)",Ang Mo Kio,0.840262897,AMKHub    Singapore ,0.887887672,G8 MART PTE. LTD.,0.25236353,Blk 409 Ang Mo Kio Ave 10,0.244330775,9.009031912
28,418 ANG MO KIO AVE 10,560418,1.364946014,103.8540434,418 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560418,"(1.364946014, 103.8540434)",Ang Mo Kio,0.75116686,AMKHub    Singapore ,0.783741645,G8 MART PTE. LTD.,0.129197442,Blk 409 Ang Mo Kio Ave 10,0.283442491,9.002763713
29,419 ANG MO KIO AVE 10,560419,1.365346697,103.8541518,419 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560419,"(1.3653466969999999, 103.8541518)",Ang Mo Kio,0.726631761,AMKHub    Singapore ,0.767223777,G8 MART PTE. LTD.,0.131772619,Blk 409 Ang Mo Kio Ave 10,0.316996747,9.047666034
30,441 ANG MO KIO AVE 10,560441,1.366050278,103.8541683,441 ANG MO KIO AVENUE 10 SINGAPORE 560441,"(1.3660502780000001, 103.8541683)",Ang Mo Kio,0.674227453,AMKHub    Singapore ,0.727375081,G8 MART PTE. LTD.,0.152703163,Blk 453A Ang Mo Kio Ave 10,0.343822731,9.125919918
31,442 ANG MO KIO AVE 10,560442,1.365692415,103.8550979,442 ANG MO KIO AVENUE 10 PCS ANG MO KIO CHILD CARE CENTRE SINGAPORE 560442,"(1.365692415, 103.8550979)",Ang Mo Kio,0.779262476,AMKHub    Singapore ,0.837108169,G8 MART PTE. LTD.,0.239344318,Blk 453A Ang Mo Kio Ave 10,0.315753782,9.089968509
32,443 ANG MO KIO AVE 10,560443,1.366043889,103.855369,443 ANG MO KIO AVENUE 10 SINGAPORE 560443,"(1.366043889, 103.855369)",Ang Mo Kio,0.780349904,AMKHub    Singapore ,0.846562327,G8 MART PTE. LTD.,0.276906602,Blk 453A Ang Mo Kio Ave 10,0.267562703,9.13034503
33,444 ANG MO KIO AVE 10,560444,1.366600453,103.8555788,444 ANG MO KIO AVENUE 10 SINGAPORE 560444,"(1.3666004530000002, 103.85557879999999)",Ang Mo Kio,0.767139216,AMKHub    Singapore ,0.844184769,G8 MART PTE. LTD.,0.320288753,Blk 453A Ang Mo Kio Ave 10,0.201585389,9.193257627
34,450 ANG MO KIO AVE 10,560450,1.368484062,103.8554681,450 ANG MO KIO AVENUE 10 CHONG BOON CENTRE SINGAPORE 560450,"(1.3684840619999998, 103.8554681)",Ang Mo Kio,0.675736108,AMKHub    Singapore ,0.783294496,G8 MART PTE. LTD.,0.442843039,Blk 453A Ang Mo Kio Ave 10,0.101866769,9.401900224
35,435 ANG MO KIO AVE 10,560435,1.367703677,103.8542143,435 ANG MO KIO AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ CHENG SAN-SELETAR BLK 435 (KN) SINGAPORE 560435,"(1.367703677, 103.8542143)",Ang Mo Kio,0.575416846,AMKHub    Singapore ,0.662081485,G8 MART PTE. LTD.,0.292819643,Blk 453A Ang Mo Kio Ave 10,0.244963525,9.30983983
36,433 ANG MO KIO AVE 10,560433,1.368076523,103.854353,433 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560433,"(1.368076523, 103.854353)",Ang Mo Kio,0.572291023,AMKHub    Singapore ,0.667619142,G8 MART PTE. LTD.,0.336691033,Blk 453A Ang Mo Kio Ave 10,0.222907336,9.351768612
37,434 ANG MO KIO AVE 10,560434,1.367891507,103.853455,434 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560434,"(1.367891507, 103.85345500000001)",Ang Mo Kio,0.490985732,AMKHub    Singapore ,0.575151625,G8 MART PTE. LTD.,0.284025987,Blk 453A Ang Mo Kio Ave 10,0.324315314,9.328477741
38,424 ANG MO KIO AVE 3,560424,1.368606603,103.8508088,424 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560424,"(1.3686066030000001, 103.8508088)",Ang Mo Kio,0.20806711,AMKHub    Singapore ,0.270436103,NTUC Fairprice Co-operative Ltd,0.242290552,Blk 341 Ang Mo Kio Ave 1,0.610893297,9.406158408
39,425 ANG MO KIO AVE 3,560425,1.369122417,103.8516161,425 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560425,"(1.3691224169999998, 103.8516161)",Ang Mo Kio,0.246780338,AMKHub    Singapore ,0.350697367,NTUC Fairprice Co-operative Ltd,0.321944605,Blk 527 Ang Mo Kio Ave 10,0.531213033,9.463093088
40,466 ANG MO KIO AVE 10,560466,1.365819605,103.8570616,466 ANG MO KIO AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 466 (KN) SINGAPORE 560466,"(1.365819605, 103.8570616)",Ang Mo Kio,0.953352488,myVillage Singapore,0.890138403,G8 MART PTE. LTD.,0.457737377,Blk 453A Ang Mo Kio Ave 10,0.280530594,9.116005752
41,471 ANG MO KIO AVE 10,560471,1.363466006,103.8567029,471 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560471,"(1.363466006, 103.85670290000002)",Ang Mo Kio,1.075857107,myVillage Singapore,0.945952773,G8 MART PTE. LTD.,0.46686845,Blk 409 Ang Mo Kio Ave 10,0.167235084,8.852253435
42,474 ANG MO KIO AVE 10,560474,1.362757847,103.8580153,474 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560474,"(1.362757847, 103.85801529999999)",Ang Mo Kio,1.237169649,myVillage Singapore,0.825535654,G8 MART PTE. LTD.,0.632628255,Blk 409 Ang Mo Kio Ave 10,0.294086001,8.784293849
43,570 ANG MO KIO AVE 3,560570,1.369743586,103.8560231,570 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560570,"(1.369743586, 103.85602309999999)",Ang Mo Kio,0.716031034,AMKHub    Singapore ,0.842037165,COLD STORAGE SINGAPORE (1983) PTE LTD,0.400406805,Blk 453A Ang Mo Kio Ave 10,0.171072151,9.544781808
44,586 ANG MO KIO AVE 3,560586,1.37030353,103.8534559,586 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560586,"(1.37030353, 103.8534559)",Ang Mo Kio,0.43108248,AMKHub    Singapore ,0.567018638,COLD STORAGE SINGAPORE (1983) PTE LTD,0.264884427,Blk 527 Ang Mo Kio Ave 10,0.315956168,9.596621924
45,465 ANG MO KIO AVE 10,560465,1.366201041,103.857201,465 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560465,"(1.3662010409999998, 103.857201)",Ang Mo Kio,0.947101394,myVillage Singapore,0.879264667,G8 MART PTE. LTD.,0.479349573,Blk 453A Ang Mo Kio Ave 10,0.245657675,9.159364703
46,463 ANG MO KIO AVE 10,560463,1.366947935,103.8574876,463 ANG MO KIO AVENUE 10 SINGAPORE 560463,"(1.366947935, 103.8574876)",Ang Mo Kio,0.942449095,myVillage Singapore,0.862956765,G8 MART PTE. LTD.,0.531756612,Blk 453A Ang Mo Kio Ave 10,0.191333356,9.244423221
47,564 ANG MO KIO AVE 3,560564,1.369848376,103.8594041,564 ANG MO KIO AVENUE 3 SINGAPORE 560564,"(1.369848376, 103.85940409999999)",Ang Mo Kio,1.091366773,myVillage Singapore,0.815150727,COLD STORAGE SINGAPORE (1983) PTE LTD,0.687300479,Blk 453A Ang Mo Kio Ave 10,0.383553625,9.583068317
48,560 ANG MO KIO AVE 10,560560,1.370816268,103.8591923,560 ANG MO KIO AVENUE 10 SINGAPORE 560560,"(1.3708162680000002, 103.85919229999999)",Ang Mo Kio,1.071264753,myVillage Singapore,0.904608849,COLD STORAGE SINGAPORE (1983) PTE LTD,0.623463011,Blk 453A Ang Mo Kio Ave 10,0.426327287,9.688180269
49,558 ANG MO KIO AVE 10,560558,1.371236133,103.859192,558 ANG MO KIO AVENUE 10 SINGAPORE 560558,"(1.371236133, 103.85919200000001)",Ang Mo Kio,1.07607246,myVillage Singapore,0.93768872,COLD STORAGE SINGAPORE (1983) PTE LTD,0.60979669,Blk 453A Ang Mo Kio Ave 10,0.45897344,9.7346881
50,559 ANG MO KIO AVE 10,560559,1.370998107,103.8578564,559 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560559,"(1.370998107, 103.8578564)",Ang Mo Kio,0.925489595,myVillage Singapore,1.029243356,COLD STORAGE SINGAPORE (1983) PTE LTD,0.477392379,Blk 453A Ang Mo Kio Ave 10,0.34929457,9.696558034
51,538 ANG MO KIO AVE 5,560538,1.375593367,103.8533478,538 ANG MO KIO AVENUE 5 CHENG SAN VIEW SINGAPORE 560538,"(1.3755933669999998, 103.8533478)",Ang Mo Kio,0.747034778,Jubilee   Square    Singapore ,0.747175623,COLD STORAGE SINGAPORE (1983) PTE LTD,0.333276258,Blk 527 Ang Mo Kio Ave 10,0.317634562,10.18446393
52,534 ANG MO KIO AVE 10,560534,1.374058463,103.8541682,534 ANG MO KIO AVENUE 10 CHENG SAN VIEW SINGAPORE 560534,"(1.3740584630000001, 103.8541682)",Ang Mo Kio,0.678518068,Jubilee   Square    Singapore ,0.757863592,COLD STORAGE SINGAPORE (1983) PTE LTD,0.160092829,Blk 527 Ang Mo Kio Ave 10,0.126159497,10.0159962
53,601 ANG MO KIO AVE 5,560601,1.381041355,103.8351317,601 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560601,"(1.381041355, 103.8351317)",Yio Chu Kang,1.091398265,Broadway   Plaza    Singapore ,1.574038292,COLD STORAGE SINGAPORE (1983) PTE LTD,0.918554435,Blk 628 Ang Mo Kio Ave 4,0.617033943,10.94282425
54,603 ANG MO KIO AVE 5,560603,1.38020079,103.8357557,603 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560603,"(1.38020079, 103.8357557)",Yio Chu Kang,1.033799324,Broadway   Plaza    Singapore ,1.461056127,COLD STORAGE SINGAPORE (1983) PTE LTD,0.802373204,Blk 628 Ang Mo Kio Ave 4,0.555280206,10.83919308
55,604 ANG MO KIO AVE 5,560604,1.379866581,103.8359767,604 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560604,"(1.379866581, 103.8359767)",Yio Chu Kang,1.016652686,Broadway   Plaza    Singapore ,1.41864678,COLD STORAGE SINGAPORE (1983) PTE LTD,0.757827127,Blk 628 Ang Mo Kio Ave 4,0.538723524,10.798546
56,608 ANG MO KIO AVE 5,560608,1.3785821,103.8367603,608 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560608,"(1.3785821000000003, 103.8367603)",Yio Chu Kang,0.973969055,Broadway   Plaza    Singapore ,1.262953712,COLD STORAGE SINGAPORE (1983) PTE LTD,0.590602027,Blk 628 Ang Mo Kio Ave 4,0.513685832,10.64374752
57,611 ANG MO KIO AVE 5,560611,1.378292052,103.8372519,611 ANG MO KIO AVENUE 5 PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 611 (KN) SINGAPORE 560611,"(1.378292052, 103.83725190000001)",Yio Chu Kang,0.936108124,Broadway   Plaza    Singapore ,1.19978012,COLD STORAGE SINGAPORE (1983) PTE LTD,0.534402519,Mayflower Market & Food Centre,0.468363157,10.60352358
58,505 ANG MO KIO AVE 8,560505,1.37485973,103.8502249,505 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560505,"(1.37485973, 103.8502249)",Ang Mo Kio,0.542240196,Jubilee   Square    Singapore ,0.426580421,COLD STORAGE SINGAPORE (1983) PTE LTD,0.476095633,Blk 724 Ang Mo Kio Ave 6,0.507266824,10.10222695
59,503 ANG MO KIO AVE 5,560503,1.375461631,103.848942,503 ANG MO KIO AVENUE 5 CHENG SAN CREST SINGAPORE 560503,"(1.3754616309999999, 103.84894200000001)",Ang Mo Kio,0.608776899,Jubilee   Square    Singapore ,0.410339334,NTUC Fairprice Co-operative Ltd,0.49574023,Blk 724 Ang Mo Kio Ave 6,0.451965388,10.17230602
60,610 ANG MO KIO AVE 4,560610,1.37939471,103.8391572,610 ANG MO KIO AVENUE 4 YIO CHU KANG GREEN SINGAPORE 560610,"(1.37939471, 103.8391572)",Yio Chu Kang,0.693017718,Broadway   Plaza    Singapore ,1.123371309,COLD STORAGE SINGAPORE (1983) PTE LTD,0.587083942,Blk 628 Ang Mo Kio Ave 4,0.248205785,10.6952826
61,607 ANG MO KIO AVE 4,560607,1.380467587,103.8388167,607 ANG MO KIO AVENUE 4 YIO CHU KANG GREEN SINGAPORE 560607,"(1.3804675869999998, 103.8388167)",Yio Chu Kang,0.693954578,Broadway   Plaza    Singapore ,1.238089152,COLD STORAGE SINGAPORE (1983) PTE LTD,0.709987127,Blk 628 Ang Mo Kio Ave 4,0.216458488,10.8184994
62,524 ANG MO KIO AVE 5,560524,1.373374475,103.8530401,524 ANG MO KIO AVENUE 5 HUI MING CHILD DEVELOPMENT CENTRE SINGAPORE 560524,"(1.373374475, 103.8530401)",Ang Mo Kio,0.534767976,Jubilee   Square    Singapore ,0.616303157,COLD STORAGE SINGAPORE (1983) PTE LTD,0.124529742,Blk 527 Ang Mo Kio Ave 10,0.164328989,9.937173359
63,513 ANG MO KIO AVE 8,560513,1.372736969,103.8501949,513 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560513,"(1.372736969, 103.8501949)",Ang Mo Kio,0.309012158,Jubilee   Square    Singapore ,0.292494831,NTUC Fairprice Co-operative Ltd,0.376127654,Blk 724 Ang Mo Kio Ave 6,0.412972408,9.866267027
64,643 ANG MO KIO AVE 5,560643,1.377488453,103.8406763,643 ANG MO KIO AVENUE 5 ANG MO KIO FAMILY SERVICE CENTRE SINGAPORE 560643,"(1.3774884530000002, 103.8406763)",Yio Chu Kang,0.670063258,Broadway   Plaza    Singapore ,0.853178161,COLD STORAGE SINGAPORE (1983) PTE LTD,0.388644331,Mayflower Market & Food Centre,0.361816667,10.46417919
65,542 ANG MO KIO AVE 10,560542,1.374738413,103.8558768,542 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560542,"(1.3747384130000002, 103.85587679999999)",Ang Mo Kio,0.873731442,Jubilee   Square    Singapore ,0.96187917,COLD STORAGE SINGAPORE (1983) PTE LTD,0.320770164,Blk 527 Ang Mo Kio Ave 10,0.252665505,10.09871111
66,548 ANG MO KIO AVE 10,560548,1.372913763,103.8570461,548 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560548,"(1.3729137630000001, 103.85704609999999)",Ang Mo Kio,0.889118137,AMKHub    Singapore ,1.037124501,COLD STORAGE SINGAPORE (1983) PTE LTD,0.352028495,Blk 527 Ang Mo Kio Ave 10,0.287573372,9.903129437
67,550 ANG MO KIO AVE 10,560550,1.373607695,103.8582049,550 ANG MO KIO AVENUE 10 SINGAPORE 560550,"(1.373607695, 103.85820490000002)",Ang Mo Kio,1.03742157,Jubilee   Square    Singapore ,1.184723396,COLD STORAGE SINGAPORE (1983) PTE LTD,0.491364955,Blk 527 Ang Mo Kio Ave 10,0.42248626,9.988776702
68,639 ANG MO KIO AVE 6,560639,1.379917052,103.8424584,639 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560639,"(1.379917052, 103.8424584)",Yio Chu Kang,0.342467085,Broadway   Plaza    Singapore ,0.969635742,COLD STORAGE SINGAPORE (1983) PTE LTD,0.713073062,Blk 628 Ang Mo Kio Ave 4,0.232708188,10.71181919
69,637 ANG MO KIO AVE 6,560637,1.380361872,103.8423346,637 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560637,"(1.380361872, 103.84233459999999)",Yio Chu Kang,0.327312136,Broadway   Plaza    Singapore ,1.020475473,COLD STORAGE SINGAPORE (1983) PTE LTD,0.752417284,Blk 628 Ang Mo Kio Ave 4,0.197910056,10.76236818
70,330 ANG MO KIO AVE 1,560330,1.362431864,103.8510307,330 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560330,"(1.3624318640000002, 103.85103070000001)",Ang Mo Kio,0.859415793,AMKHub    Singapore ,0.810584171,G8 MART PTE. LTD.,0.392560761,Blk 341 Ang Mo Kio Ave 1,0.364987597,8.719374017
71,333 ANG MO KIO AVE 1,560333,1.361342556,103.8516986,333 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560333,"(1.3613425559999999, 103.85169859999999)",Ang Mo Kio,0.993544909,AMKHub    Singapore ,0.950471616,G8 MART PTE. LTD.,0.471013542,Blk 409 Ang Mo Kio Ave 10,0.43784417,8.598016478
72,156 ANG MO KIO AVE 4,560156,1.375495196,103.8399475,156 ANG MO KIO AVENUE 4 YIO CHU KANG GROVE SINGAPORE 560156,"(1.375495196, 103.8399475)",Yio Chu Kang,0.889919956,Broadway   Plaza    Singapore ,0.778047741,COLD STORAGE SINGAPORE (1983) PTE LTD,0.153719542,Mayflower Market & Food Centre,0.129861066,10.25399918
73,152 ANG MO KIO AVE 5,560152,1.376687626,103.8401595,152 ANG MO KIO AVENUE 5 YIO CHU KANG GROVE SINGAPORE 560152,"(1.3766876259999998, 103.8401595)",Yio Chu Kang,0.774044863,Broadway   Plaza    Singapore ,0.834779456,COLD STORAGE SINGAPORE (1983) PTE LTD,0.288369751,Mayflower Market & Food Centre,0.256793194,10.38262548
