,id,flat_type,listing_url,img_url,listing_name,floor_area_sqm,lease_commence_date,remaining_lease,resale_price,latitude,longitude,postal_district,mrt_nearest,mrt_distance,mall_nearest,mall_distance,orchard_distance,hawker_distance,market_distance,recommend_score
20,23467772,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-26-ghim-moh-link-23467772,https://sg2-cdn.pgimgs.com/listing/23467772/UPHO.128393155.R400X300/26-Ghim-Moh-Link-Tanglin-Holland-Bukit-Timah-Singapore.jpg,26 Ghim Moh Link,46.91608060275551,2011,89,400000,1.30838826045914,103.785551268112,10,Buona Vista,0.5131534113946868,The   Star   Vista    Singapore ,0.36790531904648155,5.236306415771095,0.4099635718536885,0.0629585153064488,59.13900904957334
21,22221354,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-79-chay-yan-street-22221354,https://sg1-cdn.pgimgs.com/listing/22221354/UPHO.113482128.R400X300/79-Chay-Yan-Street-Alexandra-Commonwealth-Singapore.jpg,79 Chay Yan Street,97.54828640176888,1937,15,1388888,1.28254464335985,103.830801232256,3,Tiong Bahru,0.6177218560773553,Tiong   Bahru   Plaza    Singapore ,0.5548884570386876,2.4929269544025208,0.2985675500273117,0.3020407208196526,109.17029449309793
22,23405235,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-26-ghim-moh-link-23405235,https://sg1-cdn.pgimgs.com/listing/23405235/UPHO.127582738.R400X300/26-Ghim-Moh-Link-Tanglin-Holland-Bukit-Timah-Singapore.jpg,26 Ghim Moh Link,46.91608060275551,2011,89,358000,1.30838826045914,103.785551268112,10,Buona Vista,0.5131534113946868,The   Star   Vista    Singapore ,0.36790531904648155,5.236306415771095,0.4099635718536885,0.0629585153064488,59.13900904957334
23,23456857,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-423-clementi-avenue-1-23456857,https://sg2-cdn.pgimgs.com/listing/23456857/UPHO.128248273.R400X300/423-Clementi-Avenue-1-Buona-Vista-West-Coast-Clementi-New-Town-Singapore.jpg,423 Clementi Avenue 1,48.95994946069733,2011,89,358000,1.30945612208303,103.769918822857,5,Clementi,0.792955014989706,321 Clementi Singapore,0.6208113427223,6.9781326278084315,0.5586103642724913,0.1407409142401102,44.15563570575402
24,23455549,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-188-boon-lay-drive-23455549,https://sg2-cdn.pgimgs.com/listing/23455549/UPHO.128229179.R400X300/188-Boon-Lay-Drive-Boon-Lay-Jurong-Tuas-Singapore.jpg,188 Boon Lay Drive,46.91608060275551,1975,53,250000,1.34381009067473,103.710990466041,22,Boon Lay,0.8147430436858099,Boon   Lay   Shopping   Centre    Singapore ,0.3292674666295898,14.186397372071527,0.3136730291583652,0.3292674666295898,79.91143494211431
25,23249777,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-780f-woodlands-crescent-23249777,https://sg2-cdn.pgimgs.com/listing/23249777/UPHO.125614217.R400X300/780F-Woodlands-Crescent-Admiralty-Woodlands-Singapore.jpg,780F Woodlands Crescent,46.91608060275551,2014,92,310000,1.44777726469884,103.801148446244,25,Woodlands,2.0312409664067888,Woodlands   Mart    Singapore ,0.407734441437258,16.265866171308065,2.7232161749597514,0.0635620402585068,12.395002604179128
26,23452275,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-424a-yishun-avenue-11-23452275,https://sg2-cdn.pgimgs.com/listing/23452275/UPHO.128266249.R400X300/424A-Yishun-Avenue-11-Sembawang-Yishun-Singapore.jpg,424A Yishun Avenue 11,47.00898373266195,2014,92,275000,1.42322643296322,103.848049317931,27,Yishun,1.6132927214048538,Wisteria   Mall    Singapore ,0.9546553610472572,13.270261864140748,2.3864756693877367,0.20615765228725016,14.091782842689977
27,23456521,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-371-jurong-east-street-32-23456521,https://sg2-cdn.pgimgs.com/listing/23456521/UPHO.128243229.R400X300/371-Jurong-East-Street-32-Boon-Lay-Jurong-Tuas-Singapore.jpg,371 Jurong East Street 32,43.01414914668475,2013,91,288000,1.3483083591294,103.731919903016,22,Chinese Garden,0.6571124282103263,JCube    Singapore ,1.9107716137653696,12.181047739354137,0.33525971975092045,0.3205406263711991,63.71069961919381
28,22514539,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-48-lower-delta-road-22514539,https://sg1-cdn.pgimgs.com/listing/22514539/UPHO.125138508.R400X300/48-Lower-Delta-Road-Alexandra-Commonwealth-Singapore.jpg,48 Lower Delta Road,45.987049303691045,1964,42,240000,1.28944268125333,103.826201445621,3,Tiong Bahru,0.33187154184876283,Tiong   Bahru   Plaza    Singapore ,0.3770414125469784,1.8567444168344462,0.1492191710186752,0.0758490355171099,169.24208338887323
29,23437309,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-256c-sumang-walk-23437309,https://sg2-cdn.pgimgs.com/listing/23437309/UPHO.127987113.R400X300/256C-Sumang-Walk-Hougang-Punggol-Sengkang-Singapore.jpg,256C Sumang Walk,46.91608060275551,2015,93,310000,1.40540203681825,103.895910481206,19,Soo Teck,0.15306266941027322,Waterway   Point    Singapore ,0.6872770410725872,13.211444276342869,5.26395905526798,0.10154517311656387,19.934177782625202
30,23415385,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-447b-jalan-kayu-23415385,https://sg1-cdn.pgimgs.com/listing/23415385/UPHO.127714284.R400X300/447B-Jalan-Kayu-Seletar-Yio-Chu-Kang-Singapore.jpg,447B Jalan Kayu,46.91608060275551,2012,90,300000,1.39246632922429,103.873207670352,28,Fernvale,0.3422678173538778,The   Seletar   Mall    Singapore ,0.34648944459387954,10.736181866351007,3.007836934922487,0.08766089606685909,17.906789062058017
31,23408448,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-423-clementi-avenue-1-23408448,https://sg1-cdn.pgimgs.com/listing/23408448/UPHO.127626190.R400X300/423-Clementi-Avenue-1-Buona-Vista-West-Coast-Clementi-New-Town-Singapore.jpg,423 Clementi Avenue 1,49.98188388966825,2011,89,348000,1.30945612208303,103.769918822857,5,Clementi,0.792955014989706,321 Clementi Singapore,0.6208113427223,6.9781326278084315,0.5586103642724913,0.1407409142401102,44.15563570575402
32,23427314,2 ROOM,https://www.propertyguru.com.sg/listing/hdb-for-sale-366a-sembawang-crescent-23427314,https://sg1-cdn.pgimgs.com/listing/23427314/UPHO.128396412.R400X300/366A-Sembawang-Crescent-Sembawang-Yishun-Singapore.jpg,366A Sembawang Crescent,47.93801503172642,2018,96,300000,1.4438005069825,103.816211984803,27,Sembawang,0.7311299968038353,Sun   Plaza    Singapore ,0.6127003985732561,15.551399775210463,1.90338500119062,0.6077956359974924,15.562624991214586
